id,shopName,lat,lng
shopName,lat,lng
shopName,lat,lng
茂名餐厅,31.235267338875,121.46583985298
翔川餐厅,31.249161710015,121.48789948569
动力南广场餐厅,31.157615855847,121.43675741871
江苏餐厅,31.22514347997,121.43719526
威宁餐厅,31.220720483753,121.39456934035
思贤餐厅,31.035090819354,121.23737539185
惠乐餐厅,31.054042162598,121.74157065905
柳州餐厅,31.160647200936,121.43406217429
真北餐厅,31.265870987911,121.40070908873
马陆弘基餐厅,31.342474652942,121.28843847263
南方商城餐厅,31.137225317645,121.40747118945
银霄餐厅,31.211285504381,121.56563139847
吴中餐厅,31.182404252059,121.3928083678
阳光港餐厅,31.10248070904,121.22218115511
新福海餐厅,31.257469271289,121.4912773839
年家浜餐厅,31.121017207751,121.57544299622
三阳餐厅,31.241586355206,121.48513919768
长岛餐厅,31.266700083579,121.59853110925
金桥餐厅,31.264410465383,121.58426395165
保乐餐厅,31.216470876774,121.29957500768
新港汇餐厅,31.201363099172,121.44450090922
名都餐厅,31.113310853433,121.3915784079
香港广场餐厅,31.22973155762,121.48147227686
柳州2餐厅,31.249161710015,121.48789948569
高青餐厅,31.155254475522,121.50008592206
谷阳餐厅,31.011533340542,121.24076368974
南广场餐厅,31.254632781592,121.46126416948
莘漕餐厅,31.162893275151,121.38486787709
锦尊餐厅,31.186042184819,121.5399761183
机场西楼安检餐厅,31.200167126165,121.35555465017
机场西楼到达餐厅,31.200167126165,121.35555465017
瑞金餐厅,31.211794115937,121.47477733435
市百餐厅,31.241541975646,121.48090979208
北广场餐厅,31.254632781592,121.46126416948
东安路站餐厅,31.197790300901,121.46059369311
新凌云餐厅,31.14259375232,121.4259092541
坂桥餐厅,30.737126642612,121.35782394954
新天山餐厅,31.217134636216,121.41187335627
虹桥高铁餐厅,31.192377059256,121.33414012477
正大精选餐厅,31.242490299307,121.50588177887
磁浮精选餐厅,31.249161710015,121.48789948569
南站精选餐厅,31.160647200936,121.43406217429
上海滩餐厅,31.10248070904,121.22218115511
金矿镇餐厅,31.10248070904,121.22218115511
太平洋精选餐厅,31.201114837071,121.44501339251
港汇精选餐厅,31.20118819608,121.44369818342
高铁精选餐厅,31.199821879112,121.32713998566
动力南精选餐厅,31.160647200936,121.43406217429
政民餐厅,31.307639458036,121.51262355813
昌平餐厅,31.239833066523,121.44960364384
塘桥餐厅,31.216598098775,121.52455546366
百齐餐厅,30.918192808849,121.49128286357
联明餐厅,31.140994715006,121.52247761205
金谊餐厅,31.147869823013,121.52045340651
蒙山餐厅,30.73497073587,121.35069115317
永业餐厅,31.214533227377,121.48344157992
华绣餐厅,31.184519244047,121.54067996492
泗宝餐厅,31.122142534154,121.26850115316
中华新餐厅,31.259912247482,121.47057767165
石龙餐厅,31.159695512947,121.4398145392
沪西餐厅,31.244208424487,121.42539548263
美兰餐厅,31.409036063247,121.35696427297
莘龙餐厅,31.114571681309,121.38519241152
邯郸餐厅,31.304716997657,121.51995446141
叶榭餐厅,30.948489043354,121.32514177153
嘉华餐厅,31.275979276096,121.42079931776
光大餐厅,31.173903294199,121.43473419575
龙翔餐厅,30.751983876857,121.34345082513
宋园餐厅,31.202148035513,121.41986452129
高行餐厅,31.299081478628,121.61738418116
云岭餐厅,31.230698867481,121.40243191922
金运餐厅,31.247144084019,121.33732696052
顾村餐厅,31.360826595376,121.41870795025
昌里餐厅,31.179335714233,121.50161939558
虹许餐厅,31.185461461165,121.40028348415
曹安餐厅,31.258920745223,121.3739749021
华新餐厅,31.248848434224,121.2438697634
景畔餐厅,31.229045146432,121.40144490784
新宜街餐厅,31.181712142543,121.42336431955
秀山餐厅,31.198570401027,121.43256240114
中兴餐厅,31.254632781592,121.46126416948
古棕餐厅,30.886296671001,121.91888630826
安亭新镇餐厅,31.293882466965,121.16882751925
西渡餐厅,30.99553712094,121.43837455098
嘉定城北餐厅,31.397201203309,121.2432717713
宝山万达餐厅,31.330200737556,121.45249552133
芷江餐厅,31.262931663629,121.46513594718
湘城餐厅,31.060223674779,121.23655143998
亭坊餐厅,31.158079990547,121.31989074913
恒达广场餐厅,31.287188338428,121.35474418187
长江南路餐厅,31.337307558886,121.49764493897
明兴餐厅,31.066229606075,121.32193250952
上丰餐厅,31.247528773398,121.68567250545
江文餐厅,31.06676373401,121.54112106346
合庆餐厅,31.24329762905,121.72556192871
亭枫餐厅,30.898403968721,121.18132720899
芳汇餐厅,31.23684233516,121.43381542055
枫泾餐厅,30.898594744091,121.0301280921
车墩餐厅,31.020728204629,121.32265438334
华泾餐厅,31.124741153377,121.45996657974
鸿音餐厅,30.920696112408,121.8215474894
奉城餐厅,30.913643209303,121.65348880509
沪松DT餐厅,31.021918858575,121.26897910918
黄渡DT餐厅,31.282909385889,121.22452232882
武宁餐厅,31.245084797749,121.42907673412
浦南餐厅,31.237963904533,121.52058886812
恒丰餐厅,31.252981830506,121.4601999658
沪东餐厅,31.27124419719,121.54569125203
永隆餐厅,31.219801442396,121.45716332577
控江餐厅,31.279694504809,121.5219719442
松江餐厅,31.012545561992,121.24063230717
豫园餐厅,31.233407586848,121.497893342
永安餐厅,31.266063153868,121.49026032241
南洋餐厅,31.241706874686,121.48629416075
中华餐厅,31.223413125525,121.49257504281
曹杨餐厅,31.245068154303,121.41197935272
中亚餐厅,31.252516218985,121.46312646549
宝山餐厅,31.40926316388,121.48904914158
汇金餐厅,31.201792546033,121.4473619404
朋普餐厅,31.318917627398,121.45455312754
田林餐厅,31.177661185172,121.42990002393
长寿餐厅,31.24576440803,121.44353442232
闵行餐厅,31.009842232311,121.42625901204
曼克顿餐厅,31.241908486763,121.48805138287
海光餐厅,31.202757061274,121.46863828844
嘉定餐厅,31.391459823578,121.25695669219
浦三餐厅,31.203825960249,121.51779600844
仙霞餐厅,31.211458508053,121.39664664758
乐购餐厅,31.163519258675,121.35312839256
大润发餐厅,31.293739176647,121.5280908474
青浦餐厅,31.154057395213,121.12353547915
中原餐厅,31.323764034499,121.53883616232
金杨餐厅,31.255587871866,121.58688512089
打浦桥餐厅,31.211019868424,121.47483183544
共康餐厅,31.333921034696,121.45193739125
大华餐厅,31.286221400414,121.42790018656
长风餐厅,31.238212161162,121.4082984929
共和餐厅,31.303790081074,121.45514591934
铜川餐厅,31.258245742993,121.39541128168
莲花餐厅,31.160679751874,121.51056770512
川沙餐厅,31.199237899549,121.7053818817
崇明餐厅,31.625383944739,121.40239447246
体育场餐厅,31.186687702257,121.44850042226
福州餐厅,31.23898924235,121.48673168853
金山餐厅,30.721831220581,121.34580689094
桃浦餐厅,31.290924401566,121.3602295066
延吉餐厅,31.295005502365,121.54184848072
莘庄餐厅,31.114265999926,121.38334128413
吴淞餐厅,31.280122440463,121.36802789166
朱泾餐厅,30.9016246949,121.16823234963
安亭餐厅,31.302660273848,121.15943515394
银城餐厅,31.242490299307,121.50588177887
四平餐厅,31.281002544625,121.50781966909
由由餐厅,31.200724720615,121.53336209874
丰庄餐厅,31.258086066635,121.37298854849
七莘餐厅,31.124641569631,121.37861258057
磁浮餐厅,31.155341598993,121.81049994857
高桥餐厅,31.348592122755,121.58614948234
城中餐厅,31.386847247126,121.26199221768
嫩江餐厅,31.319635635967,121.5389714085
乳山餐厅,31.24183792888,121.5303284312
南桥餐厅,30.921463409217,121.46514235289
东川餐厅,31.021554766966,121.42679970931
五莲餐厅,31.277570740839,121.59418474787
荣乐餐厅,31.023545648213,121.22625530208
盈港餐厅,31.165389341587,121.11946798953
甘泉餐厅,31.268322010497,121.43719490696
金高餐厅,31.284730767405,121.61453959615
月浦餐厅,31.424542250717,121.43655041229
和平餐厅,31.238699706707,121.48251899501
赤峰餐厅,31.287350517928,121.48870967103
大宁餐厅,31.2812043372,121.44282422198
万里餐厅,31.273860806929,121.41706144877
通园餐厅,31.349690977805,121.58080954835
博乐餐厅,31.389001405459,121.26070131374
北门餐厅,31.053060625155,121.7618356642
龙城餐厅,31.171243631694,121.3484131007
虎城餐厅,31.277938845405,121.42079764332
康沈餐厅,31.122040987934,121.58367054181
长临餐厅,31.328027475649,121.44261957002
临汾餐厅,31.317115096685,121.46012531662
哈密餐厅,31.213916581492,121.37758047246
瑞虹餐厅,31.266505843318,121.50541272146
南翔餐厅,31.296604730611,121.31508966999
博文餐厅,31.190005888099,121.50946834087
牡丹江餐厅,31.387162853764,121.50317112852
周家嘴餐厅,31.29304896196,121.55993237584
通州餐厅,31.264217019901,121.50183232632
罗香餐厅,31.140910750853,121.44329726967
漕东餐厅,31.249161710015,121.48789948569
长征餐厅,31.24955782634,121.40572495181
春申餐厅,31.113500954116,121.41527531469
金汇餐厅,31.206573314643,121.7010427903
莘建餐厅,31.118261497597,121.39128974191
南丹餐厅,31.194738614091,121.44873606397
张江高科餐厅,31.206344333995,121.59147602798
国顺餐厅,31.306824687739,121.54253218105
龙茗餐厅,31.144320162804,121.39357858662
朱家角餐厅,31.115125328274,121.06350580651
康桥餐厅,31.15529740191,121.57350417671
聚丰餐厅,31.320400994883,121.38839526232
延长餐厅,31.276917112443,121.46049026491
逸仙餐厅,31.310223724687,121.49117100926
苗圃餐厅,31.237238043615,121.56162862907
南奉餐厅,31.061370747489,121.77151547559
保德餐厅,31.325551849785,121.47374605896
新源餐厅,31.201354598812,121.70434975831
联洋餐厅,31.233838694902,121.56517571863
虬江餐厅,31.25798433492,121.48450571173
凌兆餐厅,31.149410720484,121.50574252804
淞南餐厅,31.342363161539,121.488589025
丁香餐厅,31.224375760954,121.55030363042
吴泾餐厅,31.048207917528,121.47045347911
龙阳餐厅,31.209394617956,121.5652196323
怀德餐厅,31.264003944448,121.53163169284
汇川餐厅,31.224875075167,121.42351239893
石化餐厅,30.733902892808,121.3419039655
徐泾餐厅,31.249161710015,121.48789948569
沪太餐厅,31.264954128501,121.45659058594
永泰餐厅,31.149255063658,121.5326155853
莘松餐厅,31.105380335169,121.37058904781
九亭餐厅,31.136659975177,121.33832146743
龙之梦餐厅,31.224702555401,121.42337294418
合川餐厅,31.193539322047,121.3843354604
蕴川餐厅,31.37292723659,121.4390489854
松江新城餐厅,31.044781956972,121.22426863117
天潼餐厅,31.249927318135,121.48936247503
汽车城餐厅,31.3017311768,121.16138773985
八一餐厅,31.63205955813,121.40358333399
洛川餐厅,31.277454079465,121.47015974848
御桥餐厅,31.159552477294,121.57062647297
人民餐厅,31.054902928166,121.77507455214
共和新餐厅,31.28101406219,121.45903242376
龙柏餐厅,31.094675526091,121.24122730791
港澳餐厅,31.138170074861,121.37985504579
万达餐厅,31.307273338654,121.52043424549
新里程餐厅,31.165915425805,121.53108740953
环城餐厅,30.877145523883,121.48638488691
中环餐厅,31.250968716155,121.39098474563
玉田餐厅,31.285390326291,121.49762711479
迪美餐厅,31.234802119283,121.47978419372
淞沪餐厅,31.249161710015,121.48789948569
阳光小区餐厅,30.912289454816,121.45156471394
嘉松餐厅,31.160247724089,121.23372043825
鼎城餐厅,31.047315119454,121.76283373642
大学城餐厅,31.055894840846,121.20909841872
罗秀餐厅,31.132752842838,121.41335776929
凯旋餐厅,31.192545568947,121.4341881823
清河餐厅,31.390677856717,121.25213255714
长海餐厅,31.315743718978,121.53315654129
洲海餐厅,31.321646562121,121.6126560058
虹梅地铁餐厅,31.148558670344,121.42067711048
新客站餐厅,31.254632781592,121.46126416948
季景餐厅,31.343266319792,121.59320906322
虹凯餐厅,31.203240198122,121.42761533928
新北新泾餐厅,31.222314780121,121.37945199048
宝翔餐厅,31.30517395757,121.33197274983
