fundCode,fundName,date,currentValue,totalValue,xPosition,yPosition
270010,广发沪深300,2015/10/30,1.557,1.847,493,407
270010,广发沪深300,2015/9/25,1.418,1.708,490,415
270010,广发沪深300,2015/8/26,1.318,1.608,488,420
270010,广发沪深300,2015/7/29,1.738,2.028,482,400
270010,广发沪深300,2015/7/01,1.874,2.164,477,394
270010,广发沪深300,2015/6/02,2.289,2.579,468,374
270010,广发沪深300,2015/5/05,2.014,2.304,468,389
270010,广发沪深300,2015/4/03,1.836,2.126,467,398
270010,广发沪深300,2015/3/06,1.534,1.824,469,414
270010,广发沪深300,2015/1/30,1.52,1.81,466,416
270010,广发沪深300,2014/12/31,1.565,1.855,462,415
270010,广发沪深300,2014/12/03,1.329,1.619,464,427
270010,广发沪深300,2014/11/05,1.132,1.422,466,437
270010,广发沪深300,2014/10/08,1.121,1.411,465,438
270010,广发沪深300,2014/9/02,1.083,1.373,463,441
270010,广发沪深300,2014/8/05,1.076,1.366,462,443
270010,广发沪深300,2014/7/08,0.984,1.274,462,448
270010,广发沪深300,2014/6/10,0.968,1.258,461,450
270010,广发沪深300,2014/5/12,0.973,1.263,459,451
270010,广发沪深300,2014/4/10,1.012,1.302,456,451
270010,广发沪深300,2014/3/12,0.946,1.236,457,455
270010,广发沪深300,2014/2/12,1.022,1.312,453,453
270010,广发沪深300,2014/1/08,1.002,1.292,452,456
270010,广发沪深300,2013/12/10,1.091,1.381,447,455
270010,广发沪深300,2013/11/12,1.041,1.331,448,458
270010,广发沪深300,2013/10/15,1.095,1.385,444,458
270010,广发沪深300,2013/9/06,1.049,1.339,444,462
270010,广发沪深300,2013/8/09,1.018,1.308,444,464
270010,广发沪深300,2013/7/12,1.015,1.305,443,466
270010,广发沪深300,2013/6/17,1.061,1.351,440,467
270010,广发沪深300,2013/5/15,1.096,1.386,438,468
270010,广发沪深300,2013/4/12,1.077,1.367,437,471
270010,广发沪深300,2013/3/13,1.108,1.398,435,472
270010,广发沪深300,2013/2/06,1.214,1.504,429,473
270010,广发沪深300,2013/1/09,1.109,1.399,433,477
270010,广发沪深300,2012/12/07,0.993,1.283,438,481
270010,广发沪深300,2012/11/09,0.989,1.279,438,483
270010,广发沪深300,2012/10/12,1.016,1.306,436,485
270010,广发沪深300,2012/9/10,1.027,1.317,435,487
270010,广发沪深300,2012/8/13,1.036,1.326,434,489
270010,广发沪深300,2012/7/16,1.054,1.344,433,491
270010,广发沪深300,2012/6/18,1.121,1.411,429,493
270010,广发沪深300,2012/5/21,1.117,1.407,429,495
270010,广发沪深300,2012/4/19,1.118,1.408,429,498
270010,广发沪深300,2012/3/20,1.112,1.402,429,500
270010,广发沪深300,2012/2/21,1.106,1.396,430,503
270010,广发沪深300,2012/1/17,1.066,1.356,432,505
270010,广发沪深300,2011/12/19,1.037,1.327,434,507
270010,广发沪深300,2011/11/21,1.122,1.412,430,510
270010,广发沪深300,2011/10/24,1.112,1.402,431,512
270010,广发沪深300,2011/9/19,1.156,1.446,429,516
270010,广发沪深300,2011/8/19,1.206,1.496,427,519
270010,广发沪深300,2011/7/22,1.307,1.597,423,522
270010,广发沪深300,2011/6/24,1.29,1.58,425,525
270010,广发沪深300,2011/5/26,1.262,1.552,427,527
270010,广发沪深300,2011/4/27,1.354,1.644,423,531
270010,广发沪深300,2011/3/28,1.387,1.677,423,534
270010,广发沪深300,2011/2/28,1.37,1.66,425,536
270010,广发沪深300,2011/1/24,1.256,1.546,432,536
270010,广发沪深300,2010/12/24,1.339,1.629,429,541
270010,广发沪深300,2010/11/26,1.505,1.645,430,543
270010,广发沪深300,2010/10/29,1.593,1.733,428,548
270010,广发沪深300,2010/9/21,1.357,1.497,439,544
270010,广发沪深300,2010/8/24,1.383,1.523,440,547
270010,广发沪深300,2010/7/27,1.332,1.472,443,547
270010,广发沪深300,2010/6/29,1.237,1.377,448,546
270010,广发沪深300,2010/5/27,1.356,1.496,446,552
270010,广发沪深300,2010/4/28,1.456,1.596,444,557
270010,广发沪深300,2010/3/30,1.584,1.724,442,564
270010,广发沪深300,2010/3/02,1.56,1.7,445,565
270010,广发沪深300,2010/1/26,1.531,1.671,448,566
270010,广发沪深300,2009/12/28,1.633,1.773,448,571
270010,广发沪深300,2009/11/30,1.65,1.79,450,574
270010,广发沪深300,2009/11/02,1.597,1.737,453,573
270010,广发沪深300,2009/9/25,1.453,1.593,460,569
270010,广发沪深300,2009/8/28,1.544,1.584,463,570
270010,广发沪深300,2009/7/31,1.88,1.92,458,586
270010,广发沪深300,2009/7/03,1.684,1.724,464,578
270010,广发沪深300,2009/6/05,1.496,1.536,470,571
270010,广发沪深300,2009/5/06,1.411,1.451,474,568
270010,广发沪深300,2009/4/07,1.356,1.356,478,564
270010,广发沪深300,2009/3/09,1.172,1.172,483,556
270010,广发沪深300,2009/2/09,1.211,1.211,484,558
270026,广发中小板300联接,2015/10/30,1.2982,1.2982,495,435
270026,广发中小板300联接,2015/9/25,1.1016,1.1016,493,445
270026,广发中小板300联接,2015/8/26,1.0867,1.0867,492,446
270026,广发中小板300联接,2015/7/29,1.398,1.398,487,431
270026,广发中小板300联接,2015/7/01,1.5709,1.5709,483,423
270026,广发中小板300联接,2015/6/02,2.1152,2.1152,474,397
270026,广发中小板300联接,2015/5/05,1.5352,1.5352,479,426
270026,广发中小板300联接,2015/4/03,1.5052,1.5052,476,428
270026,广发中小板300联接,2015/3/06,1.192,1.192,479,443
270026,广发中小板300联接,2015/1/30,1.0875,1.0875,479,449
270026,广发中小板300联接,2014/12/31,0.9925,0.9925,479,454
270026,广发中小板300联接,2014/12/03,1.05,1.05,477,452
270026,广发中小板300联接,2014/11/05,1.0265,1.0265,476,454
270026,广发中小板300联接,2014/10/08,1.0458,1.0458,474,454
270026,广发中小板300联接,2014/9/02,0.9789,0.9789,474,458
270026,广发中小板300联接,2014/8/05,0.9159,0.9159,474,461
270026,广发中小板300联接,2014/7/08,0.8864,0.8864,474,463
270026,广发中小板300联接,2014/6/10,0.8477,0.8477,474,466
270026,广发中小板300联接,2014/5/12,0.831,0.831,473,467
270026,广发中小板300联接,2014/4/10,0.8739,0.8739,471,467
270026,广发中小板300联接,2014/3/12,0.8596,0.8596,470,468
270026,广发中小板300联接,2014/2/12,0.9394,0.9394,466,466
270026,广发中小板300联接,2014/1/08,0.875,0.875,467,470
270026,广发中小板300联接,2013/12/10,0.8773,0.8773,466,471
270026,广发中小板300联接,2013/11/12,0.8359,0.8359,467,473
270026,广发中小板300联接,2013/10/15,0.9092,0.9092,463,472
270026,广发中小板300联接,2013/9/06,0.8555,0.8555,464,475
270026,广发中小板300联接,2013/8/09,0.8443,0.8443,464,477
270026,广发中小板300联接,2013/7/12,0.7917,0.7917,465,479
270026,广发中小板300联接,2013/6/17,0.8217,0.8217,464,480
270026,广发中小板300联接,2013/5/15,0.8126,0.8126,463,481
270026,广发中小板300联接,2013/4/12,0.7545,0.7545,465,484
270026,广发中小板300联接,2013/3/13,0.759,0.759,465,485
270026,广发中小板300联接,2013/2/06,0.7607,0.7607,464,486
270026,广发中小板300联接,2013/1/09,0.728,0.728,465,488
270026,广发中小板300联接,2012/12/07,0.6468,0.6468,468,490
270026,广发中小板300联接,2012/11/09,0.6871,0.6871,466,491
270026,广发中小板300联接,2012/10/12,0.7271,0.7271,464,491
270026,广发中小板300联接,2012/9/10,0.7539,0.7539,462,493
270026,广发中小板300联接,2012/8/13,0.7393,0.7393,463,494
270026,广发中小板300联接,2012/7/16,0.7344,0.7344,463,495
270026,广发中小板300联接,2012/6/18,0.7925,0.7925,460,496
270026,广发中小板300联接,2012/5/21,0.7764,0.7764,461,497
270026,广发中小板300联接,2012/4/19,0.7942,0.7942,460,499
270026,广发中小板300联接,2012/3/20,0.8145,0.8145,459,500
270026,广发中小板300联接,2012/2/21,0.7839,0.7839,460,501
270026,广发中小板300联接,2012/1/17,0.7161,0.7161,464,503
270026,广发中小板300联接,2011/12/19,0.7699,0.7699,461,504
270026,广发中小板300联接,2011/11/21,0.8705,0.8705,456,506
270026,广发中小板300联接,2011/10/24,0.8265,0.8265,459,507
270026,广发中小板300联接,2011/9/19,0.9008,0.9008,456,509
270026,广发中小板300联接,2011/8/19,0.9568,0.9568,453,512
000311,景顺长城沪深300增强,2015/10/30,1.696,1.696,493,415
000311,景顺长城沪深300增强,2015/9/25,1.522,1.522,491,424
000311,景顺长城沪深300增强,2015/8/26,1.408,1.408,489,430
000311,景顺长城沪深300增强,2015/7/29,1.861,1.861,483,408
000311,景顺长城沪深300增强,2015/7/01,1.99,1.99,479,402
000311,景顺长城沪深300增强,2015/6/02,2.368,2.368,471,385
000311,景顺长城沪深300增强,2015/5/05,2.096,2.096,471,399
000311,景顺长城沪深300增强,2015/4/03,1.91,1.91,470,409
000311,景顺长城沪深300增强,2015/3/06,1.566,1.566,473,426
000311,景顺长城沪深300增强,2015/1/30,1.536,1.536,471,428
000311,景顺长城沪深300增强,2014/12/31,1.575,1.575,467,428
000311,景顺长城沪深300增强,2014/12/03,1.35,1.35,470,439
000311,景顺长城沪深300增强,2014/11/05,1.129,1.129,473,450
000311,景顺长城沪深300增强,2014/10/08,1.105,1.105,472,451
000311,景顺长城沪深300增强,2014/9/02,1.082,1.082,471,454
000311,景顺长城沪深300增强,2014/8/05,1.068,1.068,470,455
000311,景顺长城沪深300增强,2014/7/08,0.98,0.98,471,460
000311,景顺长城沪深300增强,2014/6/10,0.963,0.963,470,461
000311,景顺长城沪深300增强,2014/5/12,0.972,0.972,469,462
000311,景顺长城沪深300增强,2014/4/10,1.009,1.009,466,462
000311,景顺长城沪深300增强,2014/3/12,0.934,0.934,467,466
000311,景顺长城沪深300增强,2014/2/12,0.999,0.999,464,464
000311,景顺长城沪深300增强,2014/1/08,0.976,0.976,464,467
000311,景顺长城沪深300增强,2013/12/10,1.064,1.064,459,465
000311,景顺长城沪深300增强,2013/11/01,1,1,460,469
206010,鹏华深证民营联接,2015/10/30,1.4381,1.4381,494,428
206010,鹏华深证民营联接,2015/9/25,1.2452,1.2452,493,438
206010,鹏华深证民营联接,2015/8/26,1.2031,1.2031,491,440
206010,鹏华深证民营联接,2015/7/29,1.5766,1.5766,486,422
206010,鹏华深证民营联接,2015/7/01,1.6359,1.6359,482,420
206010,鹏华深证民营联接,2015/6/02,2.1511,2.1511,474,395
206010,鹏华深证民营联接,2015/5/05,1.6741,1.6741,477,419
206010,鹏华深证民营联接,2015/4/03,1.599,1.599,475,423
206010,鹏华深证民营联接,2015/3/06,1.3257,1.3257,477,437
206010,鹏华深证民营联接,2015/1/30,1.2063,1.2063,477,444
206010,鹏华深证民营联接,2014/12/31,1.1146,1.1146,477,449
206010,鹏华深证民营联接,2014/12/03,1.1195,1.1195,475,449
206010,鹏华深证民营联接,2014/11/05,1.0216,1.0216,476,454
206010,鹏华深证民营联接,2014/10/08,1.0473,1.0473,474,454
206010,鹏华深证民营联接,2014/9/02,1.0044,1.0044,473,457
206010,鹏华深证民营联接,2014/8/05,0.9544,0.9544,473,460
206010,鹏华深证民营联接,2014/7/08,0.9322,0.9322,472,462
206010,鹏华深证民营联接,2014/6/10,0.9149,0.9149,472,463
206010,鹏华深证民营联接,2014/5/12,0.8954,0.8954,471,465
206010,鹏华深证民营联接,2014/4/10,0.9467,0.9467,468,464
206010,鹏华深证民营联接,2014/3/12,0.9287,0.9287,468,466
206010,鹏华深证民营联接,2014/2/12,1.0321,1.0321,463,463
206010,鹏华深证民营联接,2014/1/08,0.9874,0.9874,463,466
206010,鹏华深证民营联接,2013/12/10,0.9952,0.9952,462,467
206010,鹏华深证民营联接,2013/11/12,0.9547,0.9547,462,470
206010,鹏华深证民营联接,2013/10/15,1.0489,1.0489,458,468
206010,鹏华深证民营联接,2013/9/06,0.9787,0.9787,459,472
206010,鹏华深证民营联接,2013/8/09,0.9662,0.9662,459,474
206010,鹏华深证民营联接,2013/7/12,0.9112,0.9112,460,476
206010,鹏华深证民营联接,2013/6/17,0.9287,0.9287,459,477
206010,鹏华深证民营联接,2013/5/15,0.9245,0.9245,458,479
206010,鹏华深证民营联接,2013/4/12,0.8474,0.8474,461,482
206010,鹏华深证民营联接,2013/3/13,0.8344,0.8344,461,483
206010,鹏华深证民营联接,2013/2/06,0.8481,0.8481,460,485
206010,鹏华深证民营联接,2013/1/09,0.7973,0.7973,462,487
206010,鹏华深证民营联接,2012/12/07,0.7113,0.7113,465,489
206010,鹏华深证民营联接,2012/11/09,0.738,0.738,464,490
206010,鹏华深证民营联接,2012/10/12,0.7725,0.7725,462,491
206010,鹏华深证民营联接,2012/9/10,0.7861,0.7861,461,492
206010,鹏华深证民营联接,2012/8/13,0.785,0.785,461,493
206010,鹏华深证民营联接,2012/7/16,0.7871,0.7871,460,495
206010,鹏华深证民营联接,2012/6/18,0.863,0.863,457,496
206010,鹏华深证民营联接,2012/5/21,0.8539,0.8539,457,497
206010,鹏华深证民营联接,2012/4/19,0.8698,0.8698,456,499
206010,鹏华深证民营联接,2012/3/20,0.883,0.883,455,500
206010,鹏华深证民营联接,2012/2/21,0.8506,0.8506,457,501
206010,鹏华深证民营联接,2012/1/17,0.794,0.794,460,503
206010,鹏华深证民营联接,2011/12/19,0.8348,0.8348,458,504
206010,鹏华深证民营联接,2011/11/21,0.9494,0.9494,453,507
206010,鹏华深证民营联接,2011/10/24,0.9059,0.9059,455,508
206012,鹏华价值精选股票,2015/10/30,1.35,1.35,495,432
206012,鹏华价值精选股票,2015/9/25,1.132,1.132,493,443
206012,鹏华价值精选股票,2015/8/26,1.037,1.037,492,448
206012,鹏华价值精选股票,2015/7/29,1.369,1.369,487,432
206012,鹏华价值精选股票,2015/7/01,1.484,1.484,484,427
206012,鹏华价值精选股票,2015/6/02,1.867,1.867,477,409
206012,鹏华价值精选股票,2015/5/05,1.656,1.656,477,420
206012,鹏华价值精选股票,2015/4/03,1.59,1.59,475,424
206012,鹏华价值精选股票,2015/3/06,1.209,1.209,479,443
206012,鹏华价值精选股票,2015/1/30,1.081,1.081,479,449
206012,鹏华价值精选股票,2014/12/31,0.997,0.997,479,454
206012,鹏华价值精选股票,2014/12/03,1.128,1.128,475,449
206012,鹏华价值精选股票,2014/11/05,1.117,1.117,474,450
206012,鹏华价值精选股票,2014/10/08,1.143,1.143,471,450
206012,鹏华价值精选股票,2014/9/02,1.051,1.051,472,455
206012,鹏华价值精选股票,2014/8/05,1.002,1.002,472,458
206012,鹏华价值精选股票,2014/7/08,0.92,0.92,473,462
206012,鹏华价值精选股票,2014/6/10,0.921,0.921,472,463
206012,鹏华价值精选股票,2014/5/12,0.91,0.91,471,464
206012,鹏华价值精选股票,2014/4/10,0.957,0.957,468,464
206012,鹏华价值精选股票,2014/3/12,0.931,0.931,468,466
206012,鹏华价值精选股票,2014/2/12,0.969,0.969,465,465
206012,鹏华价值精选股票,2014/1/08,0.943,0.943,465,468
206012,鹏华价值精选股票,2013/12/10,0.969,0.969,463,468
206012,鹏华价值精选股票,2013/11/12,0.936,0.936,463,470
206012,鹏华价值精选股票,2013/10/15,0.98,0.98,460,470
206012,鹏华价值精选股票,2013/9/06,0.942,0.942,461,473
206012,鹏华价值精选股票,2013/8/09,0.974,0.974,458,473
206012,鹏华价值精选股票,2013/7/12,0.933,0.933,459,476
206012,鹏华价值精选股票,2013/6/17,0.958,0.958,458,476
206012,鹏华价值精选股票,2013/5/15,0.974,0.974,456,477
206012,鹏华价值精选股票,2013/4/12,0.926,0.926,457,480
206012,鹏华价值精选股票,2013/3/13,0.945,0.945,456,481
206012,鹏华价值精选股票,2013/2/06,1.005,1.005,452,482
206012,鹏华价值精选股票,2013/1/09,0.956,0.956,454,484
206012,鹏华价值精选股票,2012/12/07,0.854,0.854,459,487
206012,鹏华价值精选股票,2012/11/09,0.884,0.884,457,488
206012,鹏华价值精选股票,2012/10/12,0.93,0.93,454,489
206012,鹏华价值精选股票,2012/9/10,0.954,0.954,453,491
206012,鹏华价值精选股票,2012/8/13,0.949,0.949,453,492
206012,鹏华价值精选股票,2012/7/16,0.964,0.964,452,494
206012,鹏华价值精选股票,2012/6/18,1.03,1.03,448,495
206012,鹏华价值精选股票,2012/5/21,1,1,450,497
481009,工银沪深300,2015/10/30,1.2835,1.4801,494,426
481009,工银沪深300,2015/9/25,1.1712,1.3673,492,432
481009,工银沪深300,2015/8/26,1.092,1.2881,490,436
481009,工银沪深300,2015/7/29,1.4244,1.6194,485,420
481009,工银沪深300,2015/7/01,1.5309,1.7259,482,415
481009,工银沪深300,2015/6/02,1.8441,2.0391,475,401
481009,工银沪深300,2015/5/05,1.6362,1.8312,475,411
481009,工银沪深300,2015/4/03,1.492,1.687,474,419
481009,工银沪深300,2015/3/06,1.255,1.45,475,431
481009,工银沪深300,2015/1/30,1.2413,1.4363,473,433
481009,工银沪深300,2014/12/31,1.273,1.468,470,432
481009,工银沪深300,2014/12/03,1.0797,1.2747,472,442
481009,工银沪深300,2014/11/05,0.9172,1.1122,474,450
481009,工银沪深300,2014/10/08,0.9085,1.1035,472,451
481009,工银沪深300,2014/9/02,0.8769,1.0719,471,454
481009,工银沪深300,2014/8/05,0.8708,1.0658,470,455
481009,工银沪深300,2014/7/08,0.7971,0.9921,471,459
481009,工银沪深300,2014/6/10,0.7843,0.9793,470,461
481009,工银沪深300,2014/5/12,0.7891,0.9841,468,461
481009,工银沪深300,2014/4/10,0.8208,1.0158,466,461
481009,工银沪深300,2014/3/12,0.7663,0.9613,467,465
481009,工银沪深300,2014/2/12,0.8271,1.0221,463,463
481009,工银沪深300,2014/1/08,0.8099,1.0049,462,466
481009,工银沪深300,2013/12/10,0.8832,1.0782,459,464
481009,工银沪深300,2013/11/12,0.8449,1.0399,459,467
481009,工银沪深300,2013/10/15,0.8887,1.0837,456,467
481009,工银沪深300,2013/9/06,0.8498,1.0448,456,470
481009,工银沪深300,2013/8/09,0.824,1.019,457,472
481009,工银沪深300,2013/7/12,0.8203,1.0153,456,474
481009,工银沪深300,2013/6/17,0.8594,1.0544,453,474
481009,工银沪深300,2013/5/15,0.8883,1.0833,451,475
481009,工银沪深300,2013/4/12,0.8735,1.0685,451,477
481009,工银沪深300,2013/3/13,0.8962,1.0912,449,478
481009,工银沪深300,2013/2/06,0.9809,1.1759,444,479
481009,工银沪深300,2013/1/09,0.8965,1.0915,448,482
481009,工银沪深300,2012/12/07,0.8026,0.9976,452,485
481009,工银沪深300,2012/11/09,0.8007,0.9957,451,487
481009,工银沪深300,2012/10/12,0.8228,1.0178,450,488
481009,工银沪深300,2012/9/10,0.8312,1.0262,449,490
481009,工银沪深300,2012/8/13,0.8394,1.0344,448,492
481009,工银沪深300,2012/7/16,0.854,1.049,447,493
481009,工银沪深300,2012/6/18,0.9095,1.1045,444,495
481009,工银沪深300,2012/5/21,0.9063,1.1013,445,496
481009,工银沪深300,2012/4/19,0.908,1.103,444,498
481009,工银沪深300,2012/3/20,0.904,1.099,445,500
481009,工银沪深300,2012/2/21,0.897,1.092,445,502
481009,工银沪深300,2012/1/17,0.8636,1.0586,447,504
481009,工银沪深300,2011/12/19,0.8382,1.0332,448,506
481009,工银沪深300,2011/11/21,0.9118,1.1068,445,508
481009,工银沪深300,2011/10/24,0.9021,1.0971,446,509
481009,工银沪深300,2011/9/19,0.9363,1.1313,444,512
481009,工银沪深300,2011/8/19,0.9785,1.1735,443,515
481009,工银沪深300,2011/7/22,1.0636,1.2586,439,518
481009,工银沪深300,2011/6/24,1.0492,1.2442,441,519
481009,工银沪深300,2011/5/26,1.0278,1.2228,442,521
481009,工银沪深300,2011/4/27,1.1027,1.2977,439,524
481009,工银沪深300,2011/3/28,1.1394,1.3244,439,527
481009,工银沪深300,2011/2/28,1.1228,1.3078,441,528
481009,工银沪深300,2011/1/24,1.0296,1.2146,446,528
481009,工银沪深300,2010/12/24,1.1209,1.2859,444,532
481009,工银沪深300,2010/11/26,1.133,1.298,445,534
481009,工银沪深300,2010/10/29,1.1961,1.3611,443,538
481009,工银沪深300,2010/9/21,1.0215,1.1865,452,535
481009,工银沪深300,2010/8/24,1.0402,1.2052,452,537
481009,工银沪深300,2010/7/27,1.0014,1.1664,455,537
481009,工银沪深300,2010/6/29,0.9264,1.0914,459,536
481009,工银沪深300,2010/5/27,1.0149,1.1799,457,541
481009,工银沪深300,2010/4/28,1.089,1.254,456,545
481009,工银沪深300,2010/3/30,1.185,1.35,454,550
481009,工银沪深300,2010/3/02,1.167,1.332,457,551
481009,工银沪深300,2010/1/26,1.145,1.31,459,551
481009,工银沪深300,2009/12/28,1.254,1.389,459,556
481009,工银沪深300,2009/11/30,1.265,1.4,460,558
481009,工银沪深300,2009/11/02,1.226,1.361,463,557
481009,工银沪深300,2009/9/25,1.109,1.244,469,554
481009,工银沪深300,2009/8/28,1.104,1.239,471,554
481009,工银沪深300,2009/7/31,1.369,1.479,467,566
481009,工银沪深300,2009/7/03,1.332,1.332,472,560
481009,工银沪深300,2009/6/05,1.181,1.181,477,554
481009,工银沪深300,2009/5/06,1.112,1.112,480,552
481009,工银沪深300,2009/4/07,1.039,1.039,483,549
481012,工银深证红利联接,2015/10/30,1.0252,1.0252,496,448
481012,工银深证红利联接,2015/9/25,0.9341,0.9341,494,453
481012,工银深证红利联接,2015/8/26,0.9403,0.9403,493,453
481012,工银深证红利联接,2015/7/29,1.1612,1.1612,489,442
481012,工银深证红利联接,2015/7/01,1.2927,1.2927,486,436
481012,工银深证红利联接,2015/6/02,1.4756,1.4756,482,428
481012,工银深证红利联接,2015/5/05,1.2935,1.2935,482,437
481012,工银深证红利联接,2015/4/03,1.249,1.249,480,440
481012,工银深证红利联接,2015/3/06,1.0541,1.0541,482,450
481012,工银深证红利联接,2015/1/30,1.0353,1.0353,480,452
481012,工银深证红利联接,2014/12/31,1.0618,1.0618,478,451
481012,工银深证红利联接,2014/12/03,0.9122,0.9122,480,458
481012,工银深证红利联接,2014/11/05,0.7651,0.7651,482,466
481012,工银深证红利联接,2014/10/08,0.7478,0.7478,481,467
481012,工银深证红利联接,2014/9/02,0.7368,0.7368,480,468
481012,工银深证红利联接,2014/8/05,0.7363,0.7363,479,469
481012,工银深证红利联接,2014/7/08,0.6666,0.6666,480,472
481012,工银深证红利联接,2014/6/10,0.6599,0.6599,479,473
481012,工银深证红利联接,2014/5/12,0.6511,0.6511,479,474
481012,工银深证红利联接,2014/4/10,0.6724,0.6724,477,474
481012,工银深证红利联接,2014/3/12,0.6322,0.6322,478,477
481012,工银深证红利联接,2014/2/12,0.6811,0.6811,475,475
481012,工银深证红利联接,2014/1/08,0.6629,0.6629,475,477
481012,工银深证红利联接,2013/12/10,0.7252,0.7252,472,476
481012,工银深证红利联接,2013/11/12,0.683,0.683,473,478
481012,工银深证红利联接,2013/10/15,0.7091,0.7091,471,478
481012,工银深证红利联接,2013/9/06,0.6768,0.6768,472,480
481012,工银深证红利联接,2013/8/09,0.6691,0.6691,471,481
481012,工银深证红利联接,2013/7/12,0.6661,0.6661,471,482
481012,工银深证红利联接,2013/6/17,0.697,0.697,469,483
481012,工银深证红利联接,2013/5/15,0.7245,0.7245,467,483
481012,工银深证红利联接,2013/4/12,0.7162,0.7162,467,485
481012,工银深证红利联接,2013/3/13,0.7239,0.7239,466,485
481012,工银深证红利联接,2013/2/06,0.8,0.8,462,486
481012,工银深证红利联接,2013/1/09,0.7379,0.7379,465,488
481012,工银深证红利联接,2012/12/07,0.663,0.663,468,490
481012,工银深证红利联接,2012/11/09,0.6673,0.6673,467,491
481012,工银深证红利联接,2012/10/12,0.6796,0.6796,466,492
481012,工银深证红利联接,2012/9/10,0.6934,0.6934,465,493
481012,工银深证红利联接,2012/8/13,0.7092,0.7092,464,494
481012,工银深证红利联接,2012/7/16,0.745,0.745,463,495
481012,工银深证红利联接,2012/6/18,0.7845,0.7845,460,496
481012,工银深证红利联接,2012/5/21,0.7779,0.7779,461,497
481012,工银深证红利联接,2012/5/21,0.7779,0.7779,461,497
481012,工银深证红利联接,2012/4/19,0.7778,0.7778,461,499
481012,工银深证红利联接,2012/3/20,0.7789,0.7789,461,500
481012,工银深证红利联接,2012/2/21,0.756,0.756,462,501
481012,工银深证红利联接,2012/1/17,0.7343,0.7343,463,503
481012,工银深证红利联接,2011/12/19,0.7107,0.7107,464,504
481012,工银深证红利联接,2011/11/21,0.7894,0.7894,460,505
481012,工银深证红利联接,2011/10/24,0.7766,0.7766,461,507
481012,工银深证红利联接,2011/9/19,0.8288,0.8288,459,509
481012,工银深证红利联接,2011/8/19,0.877,0.877,457,511
481012,工银深证红利联接,2011/7/22,0.971,0.971,453,513
481012,工银深证红利联接,2011/6/24,0.9482,0.9482,455,515
481012,工银深证红利联接,2011/5/26,0.918,0.918,456,516
481012,工银深证红利联接,2011/4/27,0.9854,0.9854,454,518
481012,工银深证红利联接,2011/3/28,1.0408,1.0408,452,521
481012,工银深证红利联接,2011/2/28,1.0431,1.0431,453,522
160615,鹏华沪深300,2015/10/30,1.309,1.369,495,431
160615,鹏华沪深300,2015/9/25,1.192,1.252,493,437
160615,鹏华沪深300,2015/8/26,1.112,1.172,491,442
160615,鹏华沪深300,2015/7/29,1.462,1.522,486,425
160615,鹏华沪深300,2015/7/01,1.58,1.64,482,419
160615,鹏华沪深300,2015/6/02,1.904,1.964,476,404
160615,鹏华沪深300,2015/5/05,1.691,1.751,476,415
160615,鹏华沪深300,2015/4/03,1.526,1.586,475,424
160615,鹏华沪深300,2015/3/06,1.289,1.349,477,436
160615,鹏华沪深300,2015/1/30,1.261,1.321,475,438
160615,鹏华沪深300,2014/12/31,1.297,1.357,472,438
160615,鹏华沪深300,2014/12/03,1.1,1.16,474,447
160615,鹏华沪深300,2014/11/05,0.948,1.008,476,455
160615,鹏华沪深300,2014/10/08,0.942,1.002,475,456
160615,鹏华沪深300,2014/9/02,0.903,0.963,474,459
160615,鹏华沪深300,2014/8/05,0.882,0.942,473,460
160615,鹏华沪深300,2014/7/08,0.808,0.868,474,464
160615,鹏华沪深300,2014/6/10,0.797,0.857,473,465
160615,鹏华沪深300,2014/5/12,0.798,0.858,472,466
160615,鹏华沪深300,2014/4/10,0.831,0.891,470,466
160615,鹏华沪深300,2014/3/12,0.77,0.83,471,469
160615,鹏华沪深300,2014/2/12,0.842,0.902,468,468
160615,鹏华沪深300,2014/1/08,0.815,0.875,467,470
160615,鹏华沪深300,2013/12/10,0.895,0.955,463,468
160615,鹏华沪深300,2013/11/12,0.857,0.917,464,471
160615,鹏华沪深300,2013/10/15,0.897,0.957,461,471
160615,鹏华沪深300,2013/9/06,0.858,0.918,462,474
160615,鹏华沪深300,2013/8/09,0.836,0.896,462,475
160615,鹏华沪深300,2013/7/12,0.832,0.892,461,477
160615,鹏华沪深300,2013/6/17,0.862,0.922,459,477
160615,鹏华沪深300,2013/5/15,0.896,0.956,457,478
160615,鹏华沪深300,2013/4/12,0.882,0.942,457,480
160615,鹏华沪深300,2013/3/13,0.905,0.965,455,481
160615,鹏华沪深300,2013/2/06,0.992,1.052,450,481
160615,鹏华沪深300,2013/1/09,0.906,0.966,454,484
160615,鹏华沪深300,2012/12/07,0.809,0.869,458,487
160615,鹏华沪深300,2012/11/09,0.808,0.868,458,489
160615,鹏华沪深300,2012/10/12,0.83,0.89,456,490
160615,鹏华沪深300,2012/9/10,0.84,0.9,455,491
160615,鹏华沪深300,2012/8/13,0.848,0.908,455,493
160615,鹏华沪深300,2012/7/16,0.863,0.923,454,494
160615,鹏华沪深300,2012/6/18,0.918,0.978,451,495
160615,鹏华沪深300,2012/5/21,0.915,0.975,451,497
160615,鹏华沪深300,2012/4/19,0.918,0.978,451,498
160615,鹏华沪深300,2012/3/20,0.915,0.975,451,500
160615,鹏华沪深300,2012/2/21,0.908,0.968,451,502
160615,鹏华沪深300,2012/1/17,0.874,0.934,453,503
