fundCode,fundName,date,currentValue,totalValue,xPosition,yPosition
162307,海富通中证100,2013/7/12,0.668,0.668,471,482
162307,海富通中证100,2013/6/17,0.696,0.696,469,483
162307,海富通中证100,2013/5/15,0.73,0.73,467,483
162307,海富通中证100,2013/4/12,0.724,0.724,467,484
162307,海富通中证100,2013/3/13,0.747,0.747,465,485
162307,海富通中证100,2013/2/06,0.83,0.83,461,485
162307,海富通中证100,2013/1/09,0.756,0.756,464,487
162307,海富通中证100,2012/12/07,0.674,0.674,467,490
162307,海富通中证100,2012/11/09,0.664,0.664,467,491
162307,海富通中证100,2012/10/12,0.677,0.677,466,492
162307,海富通中证100,2012/9/10,0.68,0.68,466,493
162307,海富通中证100,2012/8/13,0.69,0.69,465,494
162307,海富通中证100,2012/7/16,0.706,0.706,464,495
162307,海富通中证100,2012/6/18,0.741,0.741,463,496
162307,海富通中证100,2012/5/21,0.739,0.739,463,497
162307,海富通中证100,2012/4/19,0.742,0.742,462,499
162307,海富通中证100,2012/3/20,0.734,0.734,463,500
162307,海富通中证100,2012/2/21,0.735,0.735,463,501
162307,海富通中证100,2012/1/17,0.715,0.715,464,503
162307,海富通中证100,2011/12/19,0.682,0.682,466,504
162307,海富通中证100,2011/11/21,0.726,0.726,464,505
162307,海富通中证100,2011/10/24,0.727,0.727,464,506
162307,海富通中证100,2011/9/19,0.743,0.743,463,508
162307,海富通中证100,2011/8/19,0.769,0.769,462,509
162307,海富通中证100,2011/7/22,0.836,0.836,459,511
162307,海富通中证100,2011/6/24,0.839,0.839,460,513
162307,海富通中证100,2011/5/26,0.816,0.816,461,514
162307,海富通中证100,2011/4/27,0.876,0.876,459,516
162307,海富通中证100,2011/3/28,0.884,0.884,459,518
162307,海富通中证100,2011/2/28,0.863,0.863,461,519
162307,海富通中证100,2011/1/24,0.807,0.807,464,519
162307,海富通中证100,2010/12/24,0.849,0.849,463,521
162307,海富通中证100,2010/11/26,0.852,0.852,464,522
162307,海富通中证100,2010/10/29,0.915,0.915,462,525
162307,海富通中证100,2010/9/21,0.784,0.784,468,523
162307,海富通中证100,2010/8/24,0.813,0.813,468,525
162307,海富通中证100,2010/7/27,0.793,0.793,469,525
162307,海富通中证100,2010/6/29,0.739,0.739,472,524
162307,海富通中证100,2010/5/27,0.8,0.8,471,527
162307,海富通中证100,2010/4/28,0.848,0.848,470,530
162307,海富通中证100,2010/3/30,0.949,0.949,468,535
162307,海富通中证100,2010/3/02,0.929,0.929,470,535
162307,海富通中证100,2010/1/26,0.926,0.926,471,536
162307,海富通中证100,2009/11/20,1.041,1.041,471,543
519116,浦银沪深300增强,2015/10/30,1.163,1.163,495,441
519116,浦银沪深300增强,2015/9/25,1.062,1.062,494,447
519116,浦银沪深300增强,2015/8/26,0.998,0.998,492,450
519116,浦银沪深300增强,2015/7/29,1.28,1.28,488,437
519116,浦银沪深300增强,2015/7/01,1.352,1.352,485,433
519116,浦银沪深300增强,2015/6/02,1.594,1.594,480,422
519116,浦银沪深300增强,2015/5/05,1.425,1.425,480,431
519116,浦银沪深300增强,2015/4/03,1.311,1.311,479,437
519116,浦银沪深300增强,2015/3/06,1.099,1.099,481,448
519116,浦银沪深300增强,2015/1/30,1.084,1.084,479,449
519116,浦银沪深300增强,2014/12/31,1.111,1.111,477,449
519116,浦银沪深300增强,2014/12/03,0.937,0.937,479,457
519116,浦银沪深300增强,2014/11/05,0.799,0.799,481,464
519116,浦银沪深300增强,2014/10/08,0.791,0.791,480,465
519116,浦银沪深300增强,2014/9/02,0.77,0.77,479,467
519116,浦银沪深300增强,2014/8/05,0.771,0.771,478,467
519116,浦银沪深300增强,2014/7/08,0.706,0.706,479,471
519116,浦银沪深300增强,2014/6/10,0.695,0.695,478,472
519116,浦银沪深300增强,2014/5/12,0.696,0.696,477,473
519116,浦银沪深300增强,2014/4/10,0.727,0.727,475,472
519116,浦银沪深300增强,2014/3/12,0.676,0.676,476,475
519116,浦银沪深300增强,2014/2/12,0.737,0.737,473,474
519116,浦银沪深300增强,2014/1/08,0.728,0.728,473,475
519116,浦银沪深300增强,2013/12/10,0.786,0.786,470,474
519116,浦银沪深300增强,2013/11/12,0.759,0.759,470,476
519116,浦银沪深300增强,2013/10/15,0.804,0.804,467,475
519116,浦银沪深300增强,2013/9/06,0.777,0.777,467,478
519116,浦银沪深300增强,2013/8/09,0.757,0.757,468,479
519116,浦银沪深300增强,2013/7/12,0.75,0.75,467,480
519116,浦银沪深300增强,2013/6/17,0.784,0.784,465,480
519116,浦银沪深300增强,2013/5/15,0.813,0.813,463,481
519116,浦银沪深300增强,2013/4/12,0.802,0.802,463,483
519116,浦银沪深300增强,2013/3/13,0.817,0.817,462,484
519116,浦银沪深300增强,2013/2/06,0.881,0.881,458,484
519116,浦银沪深300增强,2013/1/09,0.814,0.814,461,487
519116,浦银沪深300增强,2012/12/07,0.728,0.728,465,489
519116,浦银沪深300增强,2012/11/09,0.73,0.73,464,490
519116,浦银沪深300增强,2012/10/12,0.749,0.749,463,491
519116,浦银沪深300增强,2012/9/10,0.76,0.76,462,492
519116,浦银沪深300增强,2012/8/13,0.768,0.768,462,494
519116,浦银沪深300增强,2012/7/16,0.779,0.779,461,495
519116,浦银沪深300增强,2012/6/18,0.832,0.832,458,496
519116,浦银沪深300增强,2012/5/21,0.832,0.832,458,497
519116,浦银沪深300增强,2012/4/19,0.833,0.833,458,499
519116,浦银沪深300增强,2012/3/20,0.833,0.833,458,500
519116,浦银沪深300增强,2012/2/21,0.82,0.82,459,501
519116,浦银沪深300增强,2012/1/17,0.786,0.786,460,503
519116,浦银沪深300增强,2011/12/19,0.761,0.761,462,504
519116,浦银沪深300增强,2011/11/21,0.843,0.843,458,506
519116,浦银沪深300增强,2011/10/24,0.826,0.826,459,507
519116,浦银沪深300增强,2011/9/19,0.861,0.861,458,509
519116,浦银沪深300增强,2011/8/19,0.906,0.906,456,511
519116,浦银沪深300增强,2011/7/22,0.98,0.98,453,514
519116,浦银沪深300增强,2011/6/24,0.974,0.974,453,515
519116,浦银沪深300增强,2011/5/26,0.951,0.951,455,516
519116,浦银沪深300增强,2011/4/27,1.021,1.021,452,519
519116,浦银沪深300增强,2011/3/28,1.053,1.053,452,521
519116,浦银沪深300增强,2011/2/28,1.033,1.033,453,522
519116,浦银沪深300增强,2011/1/24,0.953,0.953,458,522
519116,浦银沪深300增强,2010/12/24,0.996,0.996,457,525
263001,景顺长城上证180联接,2015/10/30,1.578,1.578,494,421
263001,景顺长城上证180联接,2015/9/25,1.441,1.441,491,428
263001,景顺长城上证180联接,2015/8/26,1.38,1.38,489,431
263001,景顺长城上证180联接,2015/7/29,1.759,1.759,484,413
263001,景顺长城上证180联接,2015/7/01,1.866,1.866,480,408
263001,景顺长城上证180联接,2015/6/02,2.258,2.258,472,390
263001,景顺长城上证180联接,2015/5/05,1.935,1.935,473,406
263001,景顺长城上证180联接,2015/4/03,1.73,1.73,473,417
263001,景顺长城上证180联接,2015/3/06,1.467,1.467,475,430
263001,景顺长城上证180联接,2015/1/30,1.416,1.416,473,434
263001,景顺长城上证180联接,2014/12/31,1.416,1.416,471,435
263001,景顺长城上证180联接,2014/12/03,1.296,1.296,471,441
263001,景顺长城上证180联接,2014/11/05,1.139,1.139,473,449
263001,景顺长城上证180联接,2014/10/08,1.128,1.128,472,450
263001,景顺长城上证180联接,2014/9/02,1.067,1.067,471,454
263001,景顺长城上证180联接,2014/8/05,1.04,1.04,471,456
263001,景顺长城上证180联接,2014/7/08,0.95,0.95,472,461
263001,景顺长城上证180联接,2014/6/10,0.929,0.929,471,463
263001,景顺长城上证180联接,2014/5/12,0.946,0.946,470,463
263001,景顺长城上证180联接,2014/4/10,0.986,0.986,467,463
263001,景顺长城上证180联接,2014/3/12,0.921,0.921,468,466
263001,景顺长城上证180联接,2014/2/12,0.997,0.997,464,464
263001,景顺长城上证180联接,2014/1/08,0.957,0.957,464,467
263001,景顺长城上证180联接,2013/12/10,1.055,1.055,459,465
263001,景顺长城上证180联接,2013/11/12,0.988,0.988,461,469
263001,景顺长城上证180联接,2013/10/15,1.065,1.065,457,467
263001,景顺长城上证180联接,2013/9/06,1.004,1.004,458,471
263001,景顺长城上证180联接,2013/8/09,0.966,0.966,459,474
263001,景顺长城上证180联接,2013/7/12,0.946,0.946,459,475
263001,景顺长城上证180联接,2013/6/17,0.995,0.995,456,475
263001,景顺长城上证180联接,2013/5/15,1.022,1.022,454,476
263001,景顺长城上证180联接,2013/4/12,0.996,0.996,454,479
263001,景顺长城上证180联接,2013/3/13,1.029,1.029,452,480
263001,景顺长城上证180联接,2013/2/06,1.106,1.106,448,480
263001,景顺长城上证180联接,2013/1/09,1.038,1.038,450,483
263001,景顺长城上证180联接,2012/12/07,0.931,0.931,455,486
263001,景顺长城上证180联接,2012/11/09,0.939,0.939,454,488
263001,景顺长城上证180联接,2012/10/12,0.969,0.969,452,489
263001,景顺长城上证180联接,2012/9/10,0.986,0.986,451,490
263001,景顺长城上证180联接,2012/8/13,0.988,0.988,451,492
263001,景顺长城上证180联接,2012/6/30,1,1,450,494
519671,银河沪深300价值,2015/10/30,1.127,1.127,495,443
519671,银河沪深300价值,2015/9/25,1.073,1.073,494,446
519671,银河沪深300价值,2015/8/26,0.988,0.988,492,451
519671,银河沪深300价值,2015/7/29,1.253,1.253,488,438
519671,银河沪深300价值,2015/7/01,1.363,1.363,485,433
519671,银河沪深300价值,2015/6/02,1.553,1.553,481,424
519671,银河沪深300价值,2015/5/05,1.452,1.452,480,430
519671,银河沪深300价值,2015/4/03,1.29,1.29,480,438
519671,银河沪深300价值,2015/3/06,1.096,1.096,481,448
519671,银河沪深300价值,2015/1/30,1.125,1.125,478,447
519671,银河沪深300价值,2014/12/31,1.172,1.172,476,446
519671,银河沪深300价值,2014/12/03,0.945,0.945,479,457
519671,银河沪深300价值,2014/11/05,0.799,0.799,481,464
519671,银河沪深300价值,2014/10/08,0.778,0.778,480,466
519671,银河沪深300价值,2014/9/02,0.763,0.763,479,467
519671,银河沪深300价值,2014/8/05,0.772,0.772,478,467
519671,银河沪深300价值,2014/7/08,0.7,0.7,479,471
519671,银河沪深300价值,2014/6/10,0.691,0.691,479,472
519671,银河沪深300价值,2014/5/12,0.686,0.686,478,473
519671,银河沪深300价值,2014/4/10,0.711,0.711,476,473
519671,银河沪深300价值,2014/3/12,0.649,0.649,477,476
519671,银河沪深300价值,2014/2/12,0.692,0.692,475,475
519671,银河沪深300价值,2014/1/08,0.681,0.681,474,476
519671,银河沪深300价值,2013/12/10,0.755,0.755,471,475
519671,银河沪深300价值,2013/11/12,0.729,0.729,471,477
519671,银河沪深300价值,2013/10/15,0.739,0.739,470,477
519671,银河沪深300价值,2013/9/06,0.719,0.719,470,479
519671,银河沪深300价值,2013/8/09,0.683,0.683,471,481
519671,银河沪深300价值,2013/7/12,0.698,0.698,469,482
519671,银河沪深300价值,2013/6/17,0.732,0.732,468,482
519671,银河沪深300价值,2013/5/15,0.771,0.771,465,482
519671,银河沪深300价值,2013/4/12,0.764,0.764,465,484
519671,银河沪深300价值,2013/3/13,0.781,0.781,463,484
519671,银河沪深300价值,2013/2/06,0.876,0.876,458,484
519671,银河沪深300价值,2013/1/09,0.786,0.786,462,487
519671,银河沪深300价值,2012/12/07,0.703,0.703,466,490
519671,银河沪深300价值,2012/11/09,0.674,0.674,467,491
519671,银河沪深300价值,2012/10/12,0.681,0.681,466,492
519671,银河沪深300价值,2012/9/10,0.689,0.689,466,493
519671,银河沪深300价值,2012/8/13,0.694,0.694,465,494
519671,银河沪深300价值,2012/7/16,0.707,0.707,464,495
519671,银河沪深300价值,2012/6/18,0.744,0.744,462,496
519671,银河沪深300价值,2012/5/21,0.743,0.743,462,497
519671,银河沪深300价值,2012/4/19,0.748,0.748,462,499
519671,银河沪深300价值,2012/3/20,0.734,0.734,463,500
519671,银河沪深300价值,2012/2/21,0.748,0.748,462,501
519671,银河沪深300价值,2012/1/17,0.733,0.733,463,503
519671,银河沪深300价值,2011/12/19,0.693,0.693,465,504
519671,银河沪深300价值,2011/11/21,0.732,0.732,463,505
519671,银河沪深300价值,2011/10/24,0.74,0.74,463,506
519671,银河沪深300价值,2011/9/19,0.745,0.745,463,508
519671,银河沪深300价值,2011/8/19,0.764,0.764,463,509
519671,银河沪深300价值,2011/7/22,0.839,0.839,459,512
519671,银河沪深300价值,2011/6/24,0.852,0.852,459,513
519671,银河沪深300价值,2011/5/26,0.833,0.833,460,514
519671,银河沪深300价值,2011/4/27,0.897,0.897,458,517
519671,银河沪深300价值,2011/3/28,0.9,0.9,458,518
519671,银河沪深300价值,2011/2/28,0.873,0.873,460,519
519671,银河沪深300价值,2011/1/24,0.815,0.815,464,519
519671,银河沪深300价值,2010/12/24,0.855,0.855,463,521
519671,银河沪深300价值,2010/11/26,0.857,0.857,463,522
519671,银河沪深300价值,2010/10/29,0.927,0.927,461,526
519671,银河沪深300价值,2010/9/21,0.793,0.793,468,523
519671,银河沪深300价值,2010/8/24,0.847,0.847,466,526
519671,银河沪深300价值,2010/7/27,0.832,0.832,468,526
519671,银河沪深300价值,2010/6/29,0.781,0.781,471,526
519671,银河沪深300价值,2010/5/27,0.847,0.847,469,529
519671,银河沪深300价值,2010/4/28,0.897,0.897,468,532
519671,银河沪深300价值,2010/3/30,1.004,1.004,466,537
519671,银河沪深300价值,2010/2/05,0.95,0.95,470,537
163111,申万中小板,2015/10/30,1.196,1.9739,492,401
163111,申万中小板,2015/9/25,0.9976,1.7755,490,411
163111,申万中小板,2015/8/26,0.5794,1.7779,487,412
163111,申万中小板,2015/7/29,0.7753,1.9738,482,402
163111,申万中小板,2015/7/01,0.7595,1.958,479,404
163111,申万中小板,2015/6/02,2.1347,2.2347,473,391
163111,申万中小板,2015/5/05,1.6205,1.688,477,418
163111,申万中小板,2015/4/03,1.6026,1.6701,474,420
163111,申万中小板,2015/3/06,1.2735,1.341,477,436
163111,申万中小板,2015/1/30,1.1654,1.2329,476,442
163111,申万中小板,2014/12/31,1.0604,1.1279,477,448
163111,申万中小板,2014/12/03,1.1026,1.1701,474,447
163111,申万中小板,2014/11/05,1.0781,1.1456,473,449
163111,申万中小板,2014/10/08,1.1078,1.1753,471,448
163111,申万中小板,2014/9/02,1.04,1.1075,470,452
163111,申万中小板,2014/8/05,0.9759,1.0434,471,456
163111,申万中小板,2014/7/08,0.949,1.0165,470,458
163111,申万中小板,2014/6/10,0.9192,0.9867,470,460
163111,申万中小板,2014/5/12,0.9033,0.9708,469,462
163111,申万中小板,2014/4/10,0.9844,1.0194,466,461
163111,申万中小板,2014/3/12,0.9723,1.0073,465,463
163111,申万中小板,2014/2/12,1.0808,1.1158,460,460
163111,申万中小板,2014/1/08,1.0231,1.0581,461,464
163111,申万中小板,2013/12/10,1.0304,1.0654,459,465
163111,申万中小板,2013/11/12,0.9947,1.0297,459,467
163111,申万中小板,2013/10/15,1.0945,1.1295,454,466
163111,申万中小板,2013/9/06,1.028,1.063,456,469
163111,申万中小板,2013/8/09,1.0194,1.0544,455,471
163111,申万中小板,2013/7/12,0.9675,1.0025,456,474
163111,申万中小板,2013/6/17,1.0022,1.0372,454,474
163111,申万中小板,2013/5/15,0.9875,1.0225,454,476
163111,申万中小板,2013/4/12,0.962,0.962,456,479
163111,申万中小板,2013/3/13,0.967,0.967,455,481
163111,申万中小板,2013/2/06,0.9737,0.9737,454,482
163111,申万中小板,2013/1/09,0.928,0.928,456,485
163111,申万中小板,2012/12/07,0.831,0.831,460,488
163111,申万中小板,2012/11/09,0.875,0.875,457,488
163111,申万中小板,2012/10/12,0.928,0.928,454,489
163111,申万中小板,2012/9/10,0.958,0.958,452,491
163111,申万中小板,2012/8/13,0.949,0.949,453,492
163111,申万中小板,2012/7/16,0.943,0.943,453,494
163111,申万中小板,2012/6/18,1.003,1.003,450,495
163111,申万中小板,2012/5/08,1,1,450,497
360001,光大量化核心,2015/10/30,1.3349,3.3586,488,332
360001,光大量化核心,2015/9/25,1.1216,3.1453,482,343
360001,光大量化核心,2015/8/26,1.1166,3.1403,477,344
360001,光大量化核心,2015/7/29,1.4116,3.4353,469,330
360001,光大量化核心,2015/7/01,1.5279,3.5516,462,326
360001,光大量化核心,2015/6/02,1.827,3.8507,453,313
360001,光大量化核心,2015/5/05,1.4764,3.5001,452,331
360001,光大量化核心,2015/4/03,1.4044,3.4081,447,337
360001,光大量化核心,2015/3/06,1.1368,3.1405,447,352
360001,光大量化核心,2015/1/30,1.0658,3.0695,442,357
360001,光大量化核心,2014/12/31,1.0369,3.0406,438,361
360001,光大量化核心,2014/12/03,1.0156,3.0193,434,364
360001,光大量化核心,2014/11/05,0.9579,2.9616,431,368
360001,光大量化核心,2014/10/08,0.9604,2.9641,426,371
360001,光大量化核心,2014/9/02,0.8965,2.9002,423,376
360001,光大量化核心,2014/8/05,0.8927,2.8964,419,379
360001,光大量化核心,2014/7/08,0.84,2.8437,417,384
360001,光大量化核心,2014/6/10,0.8172,2.8209,414,387
360001,光大量化核心,2014/5/12,0.8038,2.8075,411,391
360001,光大量化核心,2014/4/10,0.8594,2.8631,405,392
360001,光大量化核心,2014/3/12,0.8232,2.8269,403,397
360001,光大量化核心,2014/2/12,0.8815,2.8852,397,398
360001,光大量化核心,2014/1/08,0.8629,2.8666,394,403
360001,光大量化核心,2013/12/10,0.921,2.9247,389,404
360001,光大量化核心,2013/11/12,0.8782,2.8819,387,409
360001,光大量化核心,2013/10/15,0.9261,2.9298,382,411
360001,光大量化核心,2013/9/06,0.8799,2.8836,381,418
360001,光大量化核心,2013/8/09,0.824,2.8277,380,423
360001,光大量化核心,2013/7/12,0.7937,2.7974,379,428
360001,光大量化核心,2013/6/17,0.8213,2.825,376,431
360001,光大量化核心,2013/5/15,0.8425,2.8462,373,435
360001,光大量化核心,2013/4/12,0.8041,2.8078,372,441
360001,光大量化核心,2013/3/13,0.8061,2.8098,370,445
360001,光大量化核心,2013/2/06,0.8595,2.8632,365,449
360001,光大量化核心,2013/1/09,0.7912,2.7949,367,455
360001,光大量化核心,2012/12/07,0.7028,2.7065,370,461
360001,光大量化核心,2012/11/09,0.6975,2.7012,369,465
360001,光大量化核心,2012/10/12,0.7097,2.7134,367,470
360001,光大量化核心,2012/9/10,0.7247,2.7284,365,474
360001,光大量化核心,2012/8/13,0.7272,2.7309,365,479
360001,光大量化核心,2012/7/16,0.7374,2.7411,363,483
360001,光大量化核心,2012/6/18,0.7835,2.7872,361,487
360001,光大量化核心,2012/5/21,0.7797,2.7834,361,491
360001,光大量化核心,2012/4/19,0.7878,2.7915,360,497
360001,光大量化核心,2012/3/20,0.7834,2.7871,360,501
360001,光大量化核心,2012/2/21,0.7817,2.7854,360,506
360001,光大量化核心,2012/1/17,0.7509,2.7546,362,511
360001,光大量化核心,2011/12/19,0.7345,2.7382,364,516
360001,光大量化核心,2011/11/21,0.787,2.7907,362,521
360001,光大量化核心,2011/10/24,0.783,2.7867,362,525
360001,光大量化核心,2011/9/19,0.8186,2.8223,362,531
360001,光大量化核心,2011/8/19,0.8511,2.8548,362,536
360001,光大量化核心,2011/7/22,0.9114,2.9151,360,541
360001,光大量化核心,2011/6/24,0.8962,2.8999,362,546
360001,光大量化核心,2011/5/26,0.8832,2.8869,364,550
360001,光大量化核心,2011/4/27,0.9512,2.9549,363,556
360001,光大量化核心,2011/3/28,0.9567,2.9604,365,560
360001,光大量化核心,2011/2/28,0.9405,2.9442,367,564
360001,光大量化核心,2011/1/24,0.8692,2.8729,373,568
360001,光大量化核心,2010/12/24,0.9225,2.9262,373,574
360001,光大量化核心,2010/11/26,0.912,2.9157,376,577
360001,光大量化核心,2010/10/29,1.0303,3.004,375,584
360001,光大量化核心,2010/9/21,0.8629,2.8366,386,584
360001,光大量化核心,2010/8/24,0.8599,2.8336,389,588
360001,光大量化核心,2010/7/27,0.8177,2.7914,393,590
360001,光大量化核心,2010/6/29,0.7554,2.7291,398,591
360001,光大量化核心,2010/5/27,0.8138,2.7875,400,597
360001,光大量化核心,2010/4/28,0.873,2.8467,401,602
360001,光大量化核心,2010/3/30,0.9373,2.911,402,608
360001,光大量化核心,2010/3/02,0.9155,2.8892,407,610
360001,光大量化核心,2010/1/26,0.9047,2.8784,411,613
360001,光大量化核心,2009/12/28,0.9819,2.9256,414,618
360001,光大量化核心,2009/11/30,0.978,2.9217,418,621
360001,光大量化核心,2009/11/02,0.9426,2.8863,423,622
360001,光大量化核心,2009/9/25,0.8606,2.8043,430,621
360001,光大量化核心,2009/8/28,0.8545,2.7982,434,623
360001,光大量化核心,2009/7/31,1.0453,2.989,434,634
360001,光大量化核心,2009/7/03,0.9168,2.8605,441,630
360001,光大量化核心,2009/6/05,0.8215,2.7652,447,627
360001,光大量化核心,2009/5/06,0.7686,2.7123,453,627
360001,光大量化核心,2009/4/07,0.7267,2.6704,457,626
360001,光大量化核心,2009/3/09,0.6206,2.5643,463,622
360001,光大量化核心,2009/2/09,0.6564,2.6001,467,625
360001,光大量化核心,2009/1/05,0.546,2.4897,473,621
360001,光大量化核心,2008/12/04,0.5773,2.521,477,624
360001,光大量化核心,2008/12/04,0.5773,2.521,477,624
360001,光大量化核心,2008/11/06,0.4894,2.4331,482,620
360001,光大量化核心,2008/10/09,0.5772,2.5209,485,625
360001,光大量化核心,2008/9/04,0.6926,2.6363,490,631
360001,光大量化核心,2008/8/07,0.8187,2.7624,494,637
360001,光大量化核心,2008/7/10,0.8814,2.8251,498,641
360001,光大量化核心,2008/6/12,0.9087,2.8524,503,642
360001,光大量化核心,2008/5/14,1.1656,3.1093,508,655
360001,光大量化核心,2008/4/14,1.0392,2.9829,513,648
360001,光大量化核心,2008/3/14,1.1702,3.1139,519,654
360001,光大量化核心,2008/2/15,1.3798,3.3235,526,664
360001,光大量化核心,2008/1/11,1.6267,3.5704,535,675
360001,光大量化核心,2007/12/14,1.423,3.3667,538,663
360001,光大量化核心,2007/11/16,1.4238,3.3675,543,662
360001,光大量化核心,2007/10/19,1.5487,3.4924,550,667
360001,光大量化核心,2007/9/17,1.5605,3.5042,556,665
360001,光大量化核心,2007/8/20,1.3082,3.2519,557,651
360001,光大量化核心,2007/7/23,1.2103,3.054,558,640
360001,光大量化核心,2007/6/26,1.1225,2.9662,561,635
360001,光大量化核心,2007/5/29,1.1042,2.9479,565,632
360001,光大量化核心,2007/4/24,2.6856,2.7656,566,621
360001,光大量化核心,2007/3/28,2.3317,2.4117,560,604
360001,光大量化核心,2007/2/28,2.1603,2.2403,559,594
360001,光大量化核心,2007/1/24,2.2682,2.3482,566,596
360001,光大量化核心,2006/12/25,1.7627,1.8427,554,574
360001,光大量化核心,2006/11/27,1.5298,1.6098,549,563
360001,光大量化核心,2006/10/30,1.3948,1.4748,547,556
360001,光大量化核心,2006/9/26,1.3301,1.4101,547,552
360001,光大量化核心,2006/8/29,1.2894,1.3694,547,549
360001,光大量化核心,2006/8/01,1.2496,1.3296,547,546
360001,光大量化核心,2006/7/04,1.3233,1.4033,552,547
360001,光大量化核心,2006/6/06,1.2713,1.3513,551,543
360001,光大量化核心,2006/5/09,1.2082,1.2382,548,538
360001,光大量化核心,2006/4/04,1.0521,1.0521,542,531
360001,光大量化核心,2006/3/07,0.9666,0.9666,539,527
360001,光大量化核心,2006/2/07,0.9642,0.9642,540,525
360001,光大量化核心,2005/12/29,0.8824,0.8824,538,521
360001,光大量化核心,2005/12/01,0.8058,0.8058,535,518
360001,光大量化核心,2005/11/03,0.8126,0.8126,536,517
360001,光大量化核心,2005/9/29,0.8482,0.8482,538,517
360001,光大量化核心,2005/9/01,0.8781,0.8781,540,516
360001,光大量化核心,2005/8/04,0.8543,0.8543,540,514
360001,光大量化核心,2005/7/07,0.8009,0.8009,538,512
360001,光大量化核心,2005/6/09,0.8411,0.8411,540,511
360001,光大量化核心,2005/5/12,0.8424,0.8424,540,510
360001,光大量化核心,2005/4/07,0.9309,0.9309,545,509
360001,光大量化核心,2005/3/10,0.9538,0.9538,546,508
360001,光大量化核心,2005/2/01,0.9126,0.9126,545,506
360001,光大量化核心,2005/1/04,0.9299,0.9299,546,505
360001,光大量化核心,2004/12/06,0.9724,0.9724,548,503
519032,海富通上证非周期联接,2015/10/30,1.215,1.215,495,439
519032,海富通上证非周期联接,2015/9/25,1.114,1.114,493,444
519032,海富通上证非周期联接,2015/8/26,1.06,1.06,492,447
519032,海富通上证非周期联接,2015/7/29,1.363,1.363,487,432
519032,海富通上证非周期联接,2015/7/01,1.44,1.44,484,429
519032,海富通上证非周期联接,2015/6/02,1.894,1.894,477,408
519032,海富通上证非周期联接,2015/5/05,1.66,1.66,477,420
519032,海富通上证非周期联接,2015/4/03,1.413,1.413,478,432
519032,海富通上证非周期联接,2015/3/06,1.181,1.181,480,444
519032,海富通上证非周期联接,2015/3/06,1.181,1.181,480,444
519032,海富通上证非周期联接,2015/3/06,1.181,1.181,480,444
519032,海富通上证非周期联接,2015/1/30,1.121,1.121,478,448
519032,海富通上证非周期联接,2015/1/30,1.121,1.121,478,448
519032,海富通上证非周期联接,2014/12/31,1.079,1.079,478,450
519032,海富通上证非周期联接,2014/12/31,1.079,1.079,478,450
519032,海富通上证非周期联接,2014/12/03,0.944,0.944,479,457
519032,海富通上证非周期联接,2014/11/05,0.866,0.866,479,461
519032,海富通上证非周期联接,2014/10/08,0.866,0.866,478,462
519032,海富通上证非周期联接,2014/9/02,0.813,0.813,478,465
519032,海富通上证非周期联接,2014/8/05,0.792,0.792,478,467
519032,海富通上证非周期联接,2014/7/08,0.735,0.735,478,470
519032,海富通上证非周期联接,2014/6/10,0.719,0.719,478,471
519032,海富通上证非周期联接,2014/5/12,0.727,0.727,476,471
519032,海富通上证非周期联接,2014/4/10,0.766,0.766,474,471
519032,海富通上证非周期联接,2014/3/12,0.732,0.732,474,473
519032,海富通上证非周期联接,2014/2/12,0.783,0.783,472,472
519032,海富通上证非周期联接,2014/1/08,0.758,0.758,472,474
519032,海富通上证非周期联接,2013/12/10,0.818,0.818,468,473
519032,海富通上证非周期联接,2013/11/12,0.776,0.776,469,475
519032,海富通上证非周期联接,2013/10/15,0.834,0.834,466,474
519032,海富通上证非周期联接,2013/9/06,0.766,0.766,468,478
519032,海富通上证非周期联接,2013/8/09,0.76,0.76,467,479
519032,海富通上证非周期联接,2013/7/12,0.736,0.736,468,481
519032,海富通上证非周期联接,2013/6/17,0.753,0.753,467,481
519032,海富通上证非周期联接,2013/5/15,0.768,0.768,465,482
519032,海富通上证非周期联接,2013/4/12,0.736,0.736,466,484
519032,海富通上证非周期联接,2013/3/13,0.743,0.743,465,485
519032,海富通上证非周期联接,2013/2/06,0.781,0.781,463,486
519032,海富通上证非周期联接,2013/1/09,0.745,0.745,464,488
519032,海富通上证非周期联接,2012/12/07,0.68,0.68,467,490
519032,海富通上证非周期联接,2012/11/09,0.699,0.699,466,491
519032,海富通上证非周期联接,2012/10/12,0.718,0.718,464,492
519032,海富通上证非周期联接,2012/9/10,0.731,0.731,464,493
519032,海富通上证非周期联接,2012/8/13,0.735,0.735,463,494
519032,海富通上证非周期联接,2012/7/16,0.736,0.736,463,495
519032,海富通上证非周期联接,2012/6/18,0.793,0.793,460,496
519032,海富通上证非周期联接,2012/5/21,0.784,0.784,460,497
519032,海富通上证非周期联接,2012/4/19,0.787,0.787,460,499
519032,海富通上证非周期联接,2012/3/20,0.799,0.799,460,500
519032,海富通上证非周期联接,2012/2/21,0.788,0.788,460,501
519032,海富通上证非周期联接,2012/1/17,0.754,0.754,462,503
519032,海富通上证非周期联接,2011/12/19,0.76,0.76,462,504
519032,海富通上证非周期联接,2011/11/21,0.841,0.841,458,506
519032,海富通上证非周期联接,2011/10/24,0.816,0.816,459,507
519032,海富通上证非周期联接,2011/9/19,0.851,0.851,458,509
