fund_code,fund_name,date,current_value,total_value
040001,华安创新股票,2015/10/23,0.815,3.99
040001,华安创新股票,2015/10/22,0.796,3.909
040001,华安创新股票,2015/10/21,0.775,3.818
040001,华安创新股票,2015/10/20,0.818,4.003
040001,华安创新股票,2015/10/19,0.806,3.952
040001,华安创新股票,2015/10/16,0.808,3.96
040001,华安创新股票,2015/10/15,0.801,3.93
040001,华安创新股票,2015/10/14,0.783,3.853
040001,华安创新股票,2015/10/13,0.792,3.891
040001,华安创新股票,2015/10/12,0.783,3.853
040001,华安创新股票,2015/10/9,0.759,3.75
040001,华安创新股票,2015/10/8,0.75,3.711
040001,华安创新股票,2015/9/30,0.73,3.625
040001,华安创新股票,2015/9/29,0.73,3.625
040001,华安创新股票,2015/9/28,0.736,3.651
040001,华安创新股票,2015/9/25,0.727,3.612
040001,华安创新股票,2015/9/24,0.74,3.668
040001,华安创新股票,2015/9/23,0.735,3.646
040001,华安创新股票,2015/9/22,0.744,3.685
040001,华安创新股票,2015/9/21,0.74,3.668
040001,华安创新股票,2015/9/18,0.72,3.582
040001,华安创新股票,2015/9/17,0.711,3.543
040001,华安创新股票,2015/9/16,0.72,3.582
040001,华安创新股票,2015/9/15,0.691,3.457
040001,华安创新股票,2015/9/14,0.713,3.552
040001,华安创新股票,2015/9/11,0.748,3.702
040001,华安创新股票,2015/9/10,0.746,3.694
040001,华安创新股票,2015/9/09,0.753,3.724
040001,华安创新股票,2015/9/08,0.738,3.659
040001,华安创新股票,2015/9/07,0.715,3.56
040001,华安创新股票,2015/9/02,0.714,3.556
040001,华安创新股票,2015/9/01,0.719,3.578
040001,华安创新股票,2015/8/31,0.75,3.711
040001,华安创新股票,2015/8/28,0.768,3.788
040001,华安创新股票,2015/8/27,0.74,3.668
040001,华安创新股票,2015/8/26,0.719,3.578
040001,华安创新股票,2015/8/25,0.726,3.608
040001,华安创新股票,2015/8/24,0.761,3.758
040001,华安创新股票,2015/8/21,0.803,3.939
040001,华安创新股票,2015/8/20,0.835,4.076
040001,华安创新股票,2015/8/19,0.853,4.153
040001,华安创新股票,2015/8/18,0.845,4.119
040001,华安创新股票,2015/8/17,0.898,4.347
040001,华安创新股票,2015/8/14,0.886,4.295
040001,华安创新股票,2015/8/13,0.879,4.265
040001,华安创新股票,2015/8/12,0.86,4.184
040001,华安创新股票,2015/8/11,0.869,4.222
040001,华安创新股票,2015/8/10,0.865,4.205
040001,华安创新股票,2015/8/07,0.828,4.046
040001,华安创新股票,2015/8/06,0.805,3.947
040001,华安创新股票,2015/8/05,0.806,3.952
040001,华安创新股票,2015/8/04,0.811,3.973
040001,华安创新股票,2015/8/03,0.785,3.861
040001,华安创新股票,2015/7/31,0.809,3.964
040001,华安创新股票,2015/7/30,0.827,4.042
040001,华安创新股票,2015/7/29,0.846,4.123
040001,华安创新股票,2015/7/28,0.819,4.007
040001,华安创新股票,2015/7/27,0.842,4.106
040001,华安创新股票,2015/7/24,0.896,4.338
040001,华安创新股票,2015/7/23,0.912,4.407
040001,华安创新股票,2015/7/22,0.887,4.3
040001,华安创新股票,2015/7/21,0.879,4.265
040001,华安创新股票,2015/7/20,0.862,4.192
040001,华安创新股票,2015/7/17,0.842,4.106
040001,华安创新股票,2015/7/16,0.808,3.96
040001,华安创新股票,2015/7/15,0.794,3.9
040001,华安创新股票,2015/7/14,0.825,4.033
040001,华安创新股票,2015/7/13,0.817,3.999
040001,华安创新股票,2015/7/10,0.782,3.848
040001,华安创新股票,2015/7/09,0.759,3.75
040001,华安创新股票,2015/7/08,0.74,3.668
040001,华安创新股票,2015/7/07,0.775,3.818
040001,华安创新股票,2015/7/06,0.809,3.964
040001,华安创新股票,2015/7/03,0.825,4.033
040001,华安创新股票,2015/7/02,0.858,4.175
040001,华安创新股票,2015/7/01,0.902,4.364
040001,华安创新股票,2015/6/30,0.932,4.493
040001,华安创新股票,2015/6/29,0.895,4.334
040001,华安创新股票,2015/6/26,0.919,4.437
040001,华安创新股票,2015/6/25,0.976,4.682
040001,华安创新股票,2015/6/24,0.999,4.781
040001,华安创新股票,2015/6/23,0.985,4.721
040001,华安创新股票,2015/6/19,0.969,4.652
040001,华安创新股票,2015/6/18,1.016,4.854
040001,华安创新股票,2015/6/17,1.044,4.974
040001,华安创新股票,2015/6/16,1.034,4.931
040001,华安创新股票,2015/6/15,1.063,5.056
040001,华安创新股票,2015/6/12,1.06,5.043
040001,华安创新股票,2015/6/11,1.047,4.987
040001,华安创新股票,2015/6/10,1.041,4.961
040001,华安创新股票,2015/6/09,1.022,4.88
040001,华安创新股票,2015/6/08,1.029,4.91
040001,华安创新股票,2015/6/05,1.021,4.875
040001,华安创新股票,2015/6/04,1.011,4.832
040001,华安创新股票,2015/6/03,1.011,4.832
040001,华安创新股票,2015/6/02,1.012,4.837
040001,华安创新股票,2015/6/01,0.996,4.768
040001,华安创新股票,2015/5/29,0.959,4.609
040001,华安创新股票,2015/5/28,0.955,4.592
040001,华安创新股票,2015/5/27,0.996,4.768
040001,华安创新股票,2015/5/26,0.981,4.704
040001,华安创新股票,2015/5/25,0.965,4.635
040001,华安创新股票,2015/5/22,0.946,4.553
040001,华安创新股票,2015/5/21,0.931,4.489
040001,华安创新股票,2015/5/20,0.916,4.424
040001,华安创新股票,2015/5/19,0.911,4.403
040001,华安创新股票,2015/5/18,0.893,4.325
040001,华安创新股票,2015/5/15,0.895,4.334
040001,华安创新股票,2015/5/14,0.905,4.377
040001,华安创新股票,2015/5/13,0.909,4.394
040001,华安创新股票,2015/5/12,0.909,4.394
040001,华安创新股票,2015/5/11,0.905,4.377
040001,华安创新股票,2015/5/08,0.884,4.287
040001,华安创新股票,2015/5/07,0.87,4.227
040001,华安创新股票,2015/5/06,0.875,4.248
040001,华安创新股票,2015/5/05,0.886,4.295
040001,华安创新股票,2015/5/04,0.916,4.424
040001,华安创新股票,2015/4/30,0.913,4.411
040001,华安创新股票,2015/4/29,0.917,4.429
040001,华安创新股票,2015/4/28,0.913,4.411
040001,华安创新股票,2015/4/27,0.923,4.454
040001,华安创新股票,2015/4/24,0.907,4.386
040001,华安创新股票,2015/4/23,0.916,4.424
040001,华安创新股票,2015/4/22,0.916,4.424
040001,华安创新股票,2015/4/21,0.903,4.368
040001,华安创新股票,2015/4/20,0.889,4.308
040001,华安创新股票,2015/4/17,0.897,4.343
040001,华安创新股票,2015/4/16,0.886,4.295
040001,华安创新股票,2015/4/15,0.87,4.227
040001,华安创新股票,2015/4/14,0.887,4.3
040001,华安创新股票,2015/4/13,0.884,4.287
040001,华安创新股票,2015/4/10,0.871,4.231
040001,华安创新股票,2015/4/09,0.855,4.162
040001,华安创新股票,2015/4/08,0.862,4.192
040001,华安创新股票,2015/4/07,0.856,4.166
040001,华安创新股票,2015/4/03,0.839,4.093
040001,华安创新股票,2015/4/02,0.833,4.068
040001,华安创新股票,2015/4/01,0.825,4.033
040001,华安创新股票,2015/3/31,0.813,3.982
040001,华安创新股票,2015/3/30,0.819,4.007
040001,华安创新股票,2015/3/27,0.804,3.943
040001,华安创新股票,2015/3/26,0.8,3.926
040001,华安创新股票,2015/3/25,0.811,3.93
040001,华安创新股票,2015/3/24,0.809,3.921
040001,华安创新股票,2015/3/23,0.805,3.904
040001,华安创新股票,2015/3/20,0.789,3.835
040001,华安创新股票,2015/3/19,0.79,3.84
040001,华安创新股票,2015/3/18,0.789,3.835
040001,华安创新股票,2015/3/17,0.781,3.801
040001,华安创新股票,2015/3/16,0.776,3.78
040001,华安创新股票,2015/3/13,0.764,3.728
040001,华安创新股票,2015/3/12,0.76,3.711
040001,华安创新股票,2015/3/11,0.756,3.694
040001,华安创新股票,2015/3/10,0.755,3.689
040001,华安创新股票,2015/3/09,0.754,3.685
040001,华安创新股票,2015/3/06,0.745,3.646
040001,华安创新股票,2015/3/05,0.75,3.668
040001,华安创新股票,2015/3/04,0.752,3.676
040001,华安创新股票,2015/3/03,0.747,3.655
040001,华安创新股票,2015/3/02,0.754,3.685
040001,华安创新股票,2015/2/27,0.749,3.664
040001,华安创新股票,2015/2/26,0.746,3.651
040001,华安创新股票,2015/2/25,0.741,3.629
040001,华安创新股票,2015/2/17,0.738,3.616
040001,华安创新股票,2015/2/16,0.734,3.599
040001,华安创新股票,2015/2/13,0.726,3.565
040001,华安创新股票,2015/2/12,0.721,3.543
040001,华安创新股票,2015/2/11,0.718,3.53
040001,华安创新股票,2015/2/10,0.716,3.522
040001,华安创新股票,2015/2/09,0.711,3.5
040001,华安创新股票,2015/2/06,0.713,3.509
040001,华安创新股票,2015/2/05,0.721,3.543
040001,华安创新股票,2015/2/04,0.723,3.552
040001,华安创新股票,2015/2/03,0.725,3.56
040001,华安创新股票,2015/2/02,0.718,3.53
040001,华安创新股票,2015/1/30,0.721,3.543
040001,华安创新股票,2015/1/29,0.723,3.552
040001,华安创新股票,2015/1/28,0.729,3.578
040001,华安创新股票,2015/1/27,0.735,3.603
040001,华安创新股票,2015/1/26,0.734,3.599
040001,华安创新股票,2015/1/23,0.726,3.565
040001,华安创新股票,2015/1/22,0.73,3.582
040001,华安创新股票,2015/1/21,0.727,3.569
040001,华安创新股票,2015/1/20,0.714,3.513
040001,华安创新股票,2015/1/19,0.702,3.462
040001,华安创新股票,2015/1/16,0.724,3.556
040001,华安创新股票,2015/1/15,0.721,3.543
040001,华安创新股票,2015/1/14,0.714,3.513
040001,华安创新股票,2015/1/13,0.715,3.517
040001,华安创新股票,2015/1/12,0.712,3.505
040001,华安创新股票,2015/1/09,0.715,3.517
040001,华安创新股票,2015/1/08,0.717,3.526
040001,华安创新股票,2015/1/07,0.723,3.552
040001,华安创新股票,2015/1/06,0.726,3.565
040001,华安创新股票,2015/1/05,0.718,3.53
040001,华安创新股票,2014/12/31,0.707,3.483
040001,华安创新股票,2014/12/30,0.699,3.449
040001,华安创新股票,2014/12/29,0.705,3.475
040001,华安创新股票,2014/12/26,0.716,3.522
040001,华安创新股票,2014/12/25,0.714,3.513
040001,华安创新股票,2014/12/24,0.71,3.496
040001,华安创新股票,2014/12/23,0.707,3.483
040001,华安创新股票,2014/12/22,0.718,3.53
040001,华安创新股票,2014/12/19,0.741,3.629
040001,华安创新股票,2014/12/18,0.747,3.655
040001,华安创新股票,2014/12/17,0.751,3.672
040001,华安创新股票,2014/12/16,0.749,3.664
040001,华安创新股票,2014/12/15,0.748,3.659
040001,华安创新股票,2014/12/12,0.736,3.608
040001,华安创新股票,2014/12/11,0.728,3.573
040001,华安创新股票,2014/12/10,0.724,3.556
040001,华安创新股票,2014/12/09,0.707,3.483
040001,华安创新股票,2014/12/08,0.732,3.591
040001,华安创新股票,2014/12/05,0.735,3.603
040001,华安创新股票,2014/12/04,0.745,3.646
040001,华安创新股票,2014/12/03,0.73,3.582
040001,华安创新股票,2014/12/02,0.725,3.56
040001,华安创新股票,2014/12/01,0.722,3.548
040001,华安创新股票,2014/11/28,0.724,3.556
040001,华安创新股票,2014/11/27,0.722,3.548
040001,华安创新股票,2014/11/26,0.722,3.548
040001,华安创新股票,2014/11/25,0.721,3.543
040001,华安创新股票,2014/11/24,0.713,3.509
040001,华安创新股票,2014/11/21,0.711,3.5
040001,华安创新股票,2014/11/20,0.709,3.492
040001,华安创新股票,2014/11/19,0.71,3.496
040001,华安创新股票,2014/11/18,0.704,3.47
040001,华安创新股票,2014/11/17,0.701,3.457
040001,华安创新股票,2014/11/14,0.69,3.41
040001,华安创新股票,2014/11/13,0.691,3.414
040001,华安创新股票,2014/11/12,0.698,3.444
040001,华安创新股票,2014/11/11,0.689,3.406
040001,华安创新股票,2014/11/10,0.704,3.47
040001,华安创新股票,2014/11/07,0.701,3.457
040001,华安创新股票,2014/11/06,0.703,3.466
040001,华安创新股票,2014/11/05,0.696,3.436
040001,华安创新股票,2014/11/04,0.697,3.44
040001,华安创新股票,2014/11/03,0.701,3.457
040001,华安创新股票,2014/10/31,0.696,3.436
040001,华安创新股票,2014/10/30,0.699,3.449
040001,华安创新股票,2014/10/29,0.699,3.449
040001,华安创新股票,2014/10/28,0.695,3.432
040001,华安创新股票,2014/10/27,0.684,3.384
040001,华安创新股票,2014/10/24,0.68,3.367
040001,华安创新股票,2014/10/23,0.679,3.363
040001,华安创新股票,2014/10/22,0.686,3.393
040001,华安创新股票,2014/10/21,0.691,3.414
040001,华安创新股票,2014/10/20,0.693,3.423
040001,华安创新股票,2014/10/17,0.686,3.393
040001,华安创新股票,2014/10/16,0.694,3.427
040001,华安创新股票,2014/10/15,0.696,3.436
040001,华安创新股票,2014/10/14,0.693,3.423
040001,华安创新股票,2014/10/13,0.698,3.444
040001,华安创新股票,2014/10/10,0.699,3.449
040001,华安创新股票,2014/10/09,0.701,3.457
040001,华安创新股票,2014/10/08,0.697,3.44
040001,华安创新股票,2014/9/30,0.688,3.401
040001,华安创新股票,2014/9/29,0.685,3.389
040001,华安创新股票,2014/9/26,0.68,3.367
040001,华安创新股票,2014/9/25,0.679,3.363
040001,华安创新股票,2014/9/24,0.681,3.371
040001,华安创新股票,2014/9/23,0.676,3.35
040001,华安创新股票,2014/9/22,0.672,3.333
040001,华安创新股票,2014/9/19,0.676,3.35
040001,华安创新股票,2014/9/18,0.672,3.333
040001,华安创新股票,2014/9/17,0.666,3.307
040001,华安创新股票,2014/9/16,0.663,3.294
040001,华安创新股票,2014/9/15,0.679,3.363
040001,华安创新股票,2014/9/12,0.678,3.358
040001,华安创新股票,2014/9/11,0.674,3.341
040001,华安创新股票,2014/9/10,0.673,3.337
040001,华安创新股票,2014/9/09,0.67,3.324
040001,华安创新股票,2014/9/05,0.665,3.303
040001,华安创新股票,2014/9/04,0.664,3.298
040001,华安创新股票,2014/9/03,0.661,3.285
040001,华安创新股票,2014/9/02,0.657,3.268
040001,华安创新股票,2014/9/01,0.653,3.251
040001,华安创新股票,2014/8/29,0.647,3.225
040001,华安创新股票,2014/8/28,0.643,3.208
040001,华安创新股票,2014/8/27,0.649,3.234
040001,华安创新股票,2014/8/26,0.647,3.225
040001,华安创新股票,2014/8/25,0.653,3.251
040001,华安创新股票,2014/8/22,0.656,3.264
040001,华安创新股票,2014/8/21,0.654,3.255
040001,华安创新股票,2014/8/20,0.654,3.255
040001,华安创新股票,2014/8/19,0.654,3.255
040001,华安创新股票,2014/8/18,0.654,3.255
040001,华安创新股票,2014/8/15,0.646,3.221
040001,华安创新股票,2014/8/14,0.643,3.208
040001,华安创新股票,2014/8/13,0.646,3.221
040001,华安创新股票,2014/8/12,0.647,3.225
040001,华安创新股票,2014/8/11,0.647,3.225
040001,华安创新股票,2014/8/08,0.641,3.199
040001,华安创新股票,2014/8/07,0.638,3.187
040001,华安创新股票,2014/8/06,0.64,3.195
040001,华安创新股票,2014/8/05,0.64,3.195
040001,华安创新股票,2014/8/04,0.638,3.187
040001,华安创新股票,2014/8/01,0.631,3.157
040001,华安创新股票,2014/7/31,0.634,3.169
040001,华安创新股票,2014/7/30,0.632,3.161
040001,华安创新股票,2014/7/29,0.63,3.152
040001,华安创新股票,2014/7/28,0.624,3.126
040001,华安创新股票,2014/7/25,0.617,3.096
040001,华安创新股票,2014/7/24,0.612,3.075
040001,华安创新股票,2014/7/23,0.611,3.071
040001,华安创新股票,2014/7/22,0.617,3.096
040001,华安创新股票,2014/7/21,0.612,3.075
040001,华安创新股票,2014/7/18,0.61,3.066
040001,华安创新股票,2014/7/17,0.611,3.071
040001,华安创新股票,2014/7/16,0.613,3.079
040001,华安创新股票,2014/7/15,0.618,3.101
040001,华安创新股票,2014/7/14,0.623,3.122
040001,华安创新股票,2014/7/11,0.62,3.109
040001,华安创新股票,2014/7/10,0.617,3.096
040001,华安创新股票,2014/7/09,0.621,3.114
040001,华安创新股票,2014/7/08,0.631,3.157
040001,华安创新股票,2014/7/07,0.626,3.135
040001,华安创新股票,2014/7/04,0.628,3.144
040001,华安创新股票,2014/7/03,0.629,3.148
040001,华安创新股票,2014/7/02,0.624,3.126
040001,华安创新股票,2014/7/01,0.622,3.118
040001,华安创新股票,2014/6/30,0.621,3.114
040001,华安创新股票,2014/6/27,0.616,3.092
040001,华安创新股票,2014/6/26,0.614,3.083
040001,华安创新股票,2014/6/25,0.608,3.058
040001,华安创新股票,2014/6/24,0.61,3.066
040001,华安创新股票,2014/6/23,0.609,3.062
040001,华安创新股票,2014/6/20,0.604,3.04
040001,华安创新股票,2014/6/19,0.599,3.019
040001,华安创新股票,2014/6/18,0.609,3.062
040001,华安创新股票,2014/6/17,0.612,3.075
040001,华安创新股票,2014/6/16,0.618,3.101
040001,华安创新股票,2014/6/13,0.617,3.096
040001,华安创新股票,2014/6/12,0.611,3.071
040001,华安创新股票,2014/6/11,0.613,3.079
040001,华安创新股票,2014/6/10,0.611,3.071
040001,华安创新股票,2014/6/09,0.605,3.045
040001,华安创新股票,2014/6/06,0.61,3.066
040001,华安创新股票,2014/6/05,0.61,3.066
040001,华安创新股票,2014/6/04,0.606,3.049
040001,华安创新股票,2014/6/03,0.609,3.062
040001,华安创新股票,2014/5/30,0.609,3.062
040001,华安创新股票,2014/5/29,0.609,3.062
040001,华安创新股票,2014/5/28,0.614,3.083
040001,华安创新股票,2014/5/27,0.606,3.049
040001,华安创新股票,2014/5/26,0.608,3.058
040001,华安创新股票,2014/5/23,0.601,3.028
040001,华安创新股票,2014/5/22,0.596,3.006
040001,华安创新股票,2014/5/21,0.593,2.993
040001,华安创新股票,2014/5/20,0.59,2.98
040001,华安创新股票,2014/5/19,0.588,2.972
040001,华安创新股票,2014/5/16,0.592,2.989
040001,华安创新股票,2014/5/15,0.598,3.015
040001,华安创新股票,2014/5/14,0.605,3.045
040001,华安创新股票,2014/5/13,0.604,3.04
040001,华安创新股票,2014/5/12,0.603,3.036
040001,华安创新股票,2014/5/09,0.596,3.006
040001,华安创新股票,2014/5/08,0.602,3.032
040001,华安创新股票,2014/5/07,0.605,3.045
040001,华安创新股票,2014/5/06,0.611,3.071
040001,华安创新股票,2014/5/05,0.607,3.053
040001,华安创新股票,2014/4/30,0.603,3.036
040001,华安创新股票,2014/4/29,0.598,3.015
040001,华安创新股票,2014/4/28,0.594,2.998
040001,华安创新股票,2014/4/25,0.606,3.049
040001,华安创新股票,2014/4/24,0.613,3.079
040001,华安创新股票,2014/4/23,0.616,3.092
040001,华安创新股票,2014/4/22,0.621,3.114
040001,华安创新股票,2014/4/21,0.624,3.126
040001,华安创新股票,2014/4/18,0.628,3.144
040001,华安创新股票,2014/4/17,0.627,3.139
040001,华安创新股票,2014/4/16,0.626,3.135
040001,华安创新股票,2014/4/15,0.626,3.135
040001,华安创新股票,2014/4/14,0.629,3.148
040001,华安创新股票,2014/4/11,0.628,3.144
040001,华安创新股票,2014/4/10,0.629,3.148
040001,华安创新股票,2014/4/09,0.627,3.139
040001,华安创新股票,2014/4/08,0.623,3.122
040001,华安创新股票,2014/4/04,0.62,3.109
040001,华安创新股票,2014/4/03,0.615,3.088
040001,华安创新股票,2014/4/02,0.616,3.092
040001,华安创新股票,2014/4/01,0.619,3.105
040001,华安创新股票,2014/3/31,0.611,3.071
040001,华安创新股票,2014/3/28,0.612,3.075
040001,华安创新股票,2014/3/27,0.623,3.122
040001,华安创新股票,2014/3/26,0.633,3.165
040001,华安创新股票,2014/3/25,0.629,3.148
040001,华安创新股票,2014/3/24,0.627,3.139
040001,华安创新股票,2014/3/21,0.628,3.144
040001,华安创新股票,2014/3/20,0.624,3.126
040001,华安创新股票,2014/3/19,0.638,3.187
040001,华安创新股票,2014/3/18,0.646,3.221
040001,华安创新股票,2014/3/17,0.646,3.221
040001,华安创新股票,2014/3/14,0.639,3.191
040001,华安创新股票,2014/3/13,0.643,3.208
040001,华安创新股票,2014/3/12,0.636,3.178
040001,华安创新股票,2014/3/11,0.632,3.161
040001,华安创新股票,2014/3/10,0.629,3.148
040001,华安创新股票,2014/3/07,0.642,3.204
040001,华安创新股票,2014/3/06,0.643,3.208
040001,华安创新股票,2014/3/05,0.647,3.225
040001,华安创新股票,2014/3/04,0.649,3.234
040001,华安创新股票,2014/3/03,0.653,3.251
040001,华安创新股票,2014/2/28,0.645,3.217
040001,华安创新股票,2014/2/27,0.643,3.208
040001,华安创新股票,2014/2/26,0.657,3.268
040001,华安创新股票,2014/2/25,0.654,3.255
040001,华安创新股票,2014/2/24,0.672,3.333
040001,华安创新股票,2014/2/21,0.669,3.32
040001,华安创新股票,2014/2/20,0.667,3.311
040001,华安创新股票,2014/2/19,0.672,3.333
040001,华安创新股票,2014/2/18,0.674,3.341
040001,华安创新股票,2014/2/17,0.675,3.346
040001,华安创新股票,2014/2/14,0.662,3.29
040001,华安创新股票,2014/2/13,0.655,3.26
040001,华安创新股票,2014/2/12,0.667,3.311
040001,华安创新股票,2014/2/11,0.663,3.294
040001,华安创新股票,2014/2/10,0.664,3.298
040001,华安创新股票,2014/2/07,0.646,3.221
040001,华安创新股票,2014/1/30,0.64,3.195
040001,华安创新股票,2014/1/29,0.641,3.199
040001,华安创新股票,2014/1/28,0.634,3.169
040001,华安创新股票,2014/1/27,0.637,3.182
040001,华安创新股票,2014/1/24,0.636,3.178
040001,华安创新股票,2014/1/23,0.631,3.157
040001,华安创新股票,2014/1/22,0.626,3.135
040001,华安创新股票,2014/1/21,0.613,3.079
040001,华安创新股票,2014/1/20,0.615,3.045
040001,华安创新股票,2014/1/17,0.622,3.075
040001,华安创新股票,2014/1/16,0.627,3.096
040001,华安创新股票,2014/1/15,0.629,3.105
040001,华安创新股票,2014/1/14,0.624,3.083
040001,华安创新股票,2014/1/13,0.618,3.058
040001,华安创新股票,2014/1/10,0.621,3.071
040001,华安创新股票,2014/1/09,0.627,3.096
040001,华安创新股票,2014/1/08,0.632,3.118
040001,华安创新股票,2014/1/07,0.627,3.096
040001,华安创新股票,2014/1/06,0.623,3.079
040001,华安创新股票,2014/1/03,0.632,3.118
040001,华安创新股票,2014/1/02,0.63,3.109
040001,华安创新股票,2013/12/31,0.627,3.096
040001,华安创新股票,2013/12/30,0.625,3.088
040001,华安创新股票,2013/12/27,0.624,3.083
040001,华安创新股票,2013/12/26,0.615,3.045
040001,华安创新股票,2013/12/25,0.625,3.088
040001,华安创新股票,2013/12/24,0.617,3.053
040001,华安创新股票,2013/12/23,0.614,3.04
040001,华安创新股票,2013/12/20,0.615,3.045
040001,华安创新股票,2013/12/19,0.619,3.062
040001,华安创新股票,2013/12/18,0.623,3.079
040001,华安创新股票,2013/12/17,0.622,3.075
040001,华安创新股票,2013/12/16,0.625,3.088
040001,华安创新股票,2013/12/13,0.63,3.109
040001,华安创新股票,2013/12/12,0.63,3.109
040001,华安创新股票,2013/12/11,0.625,3.088
040001,华安创新股票,2013/12/10,0.627,3.096
040001,华安创新股票,2013/12/09,0.625,3.088
040001,华安创新股票,2013/12/06,0.621,3.071
040001,华安创新股票,2013/12/05,0.625,3.088
040001,华安创新股票,2013/12/04,0.629,3.105
040001,华安创新股票,2013/12/03,0.625,3.088
040001,华安创新股票,2013/12/02,0.616,3.049
040001,华安创新股票,2013/11/29,0.635,3.131
040001,华安创新股票,2013/11/28,0.632,3.118
040001,华安创新股票,2013/11/27,0.624,3.083
040001,华安创新股票,2013/11/26,0.617,3.053
040001,华安创新股票,2013/11/25,0.615,3.045
040001,华安创新股票,2013/11/22,0.617,3.053
040001,华安创新股票,2013/11/21,0.621,3.071
040001,华安创新股票,2013/11/20,0.626,3.092
040001,华安创新股票,2013/11/19,0.623,3.079
040001,华安创新股票,2013/11/18,0.624,3.083
040001,华安创新股票,2013/11/15,0.614,3.04
040001,华安创新股票,2013/11/14,0.607,3.01
040001,华安创新股票,2013/11/13,0.597,2.967
040001,华安创新股票,2013/11/12,0.603,2.993
040001,华安创新股票,2013/11/11,0.598,2.972
040001,华安创新股票,2013/11/08,0.592,2.946
040001,华安创新股票,2013/11/07,0.601,2.985
040001,华安创新股票,2013/11/06,0.612,3.032
040001,华安创新股票,2013/11/05,0.618,3.058
040001,华安创新股票,2013/11/04,0.615,3.045
040001,华安创新股票,2013/11/01,0.613,3.036
040001,华安创新股票,2013/10/31,0.613,3.036
040001,华安创新股票,2013/10/30,0.621,3.071
040001,华安创新股票,2013/10/29,0.616,3.049
040001,华安创新股票,2013/10/28,0.622,3.075
040001,华安创新股票,2013/10/25,0.622,3.075
040001,华安创新股票,2013/10/24,0.631,3.114
040001,华安创新股票,2013/10/23,0.634,3.126
040001,华安创新股票,2013/10/22,0.642,3.161
040001,华安创新股票,2013/10/21,0.647,3.182
040001,华安创新股票,2013/10/18,0.636,3.135
040001,华安创新股票,2013/10/17,0.634,3.126
040001,华安创新股票,2013/10/16,0.636,3.135
040001,华安创新股票,2013/10/15,0.647,3.182
040001,华安创新股票,2013/10/14,0.65,3.195
040001,华安创新股票,2013/10/11,0.651,3.199
040001,华安创新股票,2013/10/10,0.646,3.178
040001,华安创新股票,2013/10/09,0.652,3.204
040001,华安创新股票,2013/10/08,0.65,3.195
040001,华安创新股票,2013/9/30,0.643,3.165
040001,华安创新股票,2013/9/27,0.639,3.148
040001,华安创新股票,2013/9/26,0.633,3.122
040001,华安创新股票,2013/9/25,0.637,3.139
040001,华安创新股票,2013/9/24,0.639,3.148
040001,华安创新股票,2013/9/23,0.639,3.148
040001,华安创新股票,2013/9/18,0.628,3.101
040001,华安创新股票,2013/9/17,0.623,3.079
040001,华安创新股票,2013/9/16,0.631,3.114
040001,华安创新股票,2013/9/13,0.63,3.109
040001,华安创新股票,2013/9/12,0.625,3.088
040001,华安创新股票,2013/9/11,0.623,3.079
040001,华安创新股票,2013/9/10,0.633,3.122
040001,华安创新股票,2013/9/09,0.637,3.139
040001,华安创新股票,2013/9/06,0.637,3.139
040001,华安创新股票,2013/9/05,0.635,3.131
040001,华安创新股票,2013/9/04,0.631,3.114
040001,华安创新股票,2013/9/03,0.631,3.114
040001,华安创新股票,2013/9/02,0.624,3.083
040001,华安创新股票,2013/8/30,0.619,3.062
040001,华安创新股票,2013/8/29,0.63,3.109
040001,华安创新股票,2013/8/28,0.63,3.109
040001,华安创新股票,2013/8/27,0.639,3.148
040001,华安创新股票,2013/8/26,0.638,3.144
040001,华安创新股票,2013/8/23,0.629,3.105
040001,华安创新股票,2013/8/22,0.627,3.096
040001,华安创新股票,2013/8/21,0.625,3.088
040001,华安创新股票,2013/8/20,0.622,3.075
040001,华安创新股票,2013/8/19,0.624,3.083
040001,华安创新股票,2013/8/16,0.614,3.04
040001,华安创新股票,2013/8/15,0.624,3.083
040001,华安创新股票,2013/8/14,0.631,3.114
040001,华安创新股票,2013/8/13,0.633,3.122
040001,华安创新股票,2013/8/12,0.634,3.126
040001,华安创新股票,2013/8/09,0.631,3.114
040001,华安创新股票,2013/8/08,0.632,3.118
040001,华安创新股票,2013/8/07,0.629,3.105
040001,华安创新股票,2013/8/06,0.635,3.131
040001,华安创新股票,2013/8/05,0.633,3.122
040001,华安创新股票,2013/8/02,0.626,3.092
040001,华安创新股票,2013/8/01,0.624,3.083
040001,华安创新股票,2013/7/31,0.611,3.028
040001,华安创新股票,2013/7/30,0.611,3.028
040001,华安创新股票,2013/7/29,0.615,3.045
040001,华安创新股票,2013/7/26,0.619,3.062
040001,华安创新股票,2013/7/25,0.619,3.062
040001,华安创新股票,2013/7/24,0.628,3.101
040001,华安创新股票,2013/7/23,0.625,3.088
040001,华安创新股票,2013/7/22,0.616,3.049
040001,华安创新股票,2013/7/19,0.608,3.015
040001,华安创新股票,2013/7/18,0.617,3.053
040001,华安创新股票,2013/7/17,0.617,3.053
040001,华安创新股票,2013/7/16,0.624,3.083
040001,华安创新股票,2013/7/15,0.617,3.053
040001,华安创新股票,2013/7/12,0.604,2.998
040001,华安创新股票,2013/7/11,0.607,3.01
040001,华安创新股票,2013/7/10,0.596,2.963
040001,华安创新股票,2013/7/09,0.586,2.92
