fund_code,fund_name,date,current_value,total_value
040001,华安创新股票,2010/1/26,0.704,3.341
040001,华安创新股票,2010/1/25,0.72,3.41
040001,华安创新股票,2010/1/22,0.725,3.432
040001,华安创新股票,2010/1/21,0.734,3.47
040001,华安创新股票,2010/1/20,0.734,3.47
040001,华安创新股票,2010/1/19,0.755,3.56
040001,华安创新股票,2010/1/18,0.755,3.56
040001,华安创新股票,2010/1/15,0.75,3.539
040001,华安创新股票,2010/1/14,0.746,3.522
040001,华安创新股票,2010/1/13,0.735,3.475
040001,华安创新股票,2010/1/12,0.77,3.539
040001,华安创新股票,2010/1/11,0.762,3.505
040001,华安创新股票,2010/1/08,0.763,3.509
040001,华安创新股票,2010/1/07,0.762,3.505
040001,华安创新股票,2010/1/06,0.774,3.556
040001,华安创新股票,2010/1/05,0.776,3.565
040001,华安创新股票,2010/1/04,0.773,3.552
040001,华安创新股票,2009/12/31,0.779,3.578
040001,华安创新股票,2009/12/30,0.778,3.573
040001,华安创新股票,2009/12/29,0.771,3.543
040001,华安创新股票,2009/12/28,0.768,3.53
040001,华安创新股票,2009/12/25,0.759,3.492
040001,华安创新股票,2009/12/24,0.762,3.505
040001,华安创新股票,2009/12/23,0.743,3.423
040001,华安创新股票,2009/12/22,0.737,3.397
040001,华安创新股票,2009/12/21,0.753,3.466
040001,华安创新股票,2009/12/18,0.751,3.457
040001,华安创新股票,2009/12/17,0.77,3.539
040001,华安创新股票,2009/12/16,0.786,3.608
040001,华安创新股票,2009/12/15,0.789,3.621
040001,华安创新股票,2009/12/14,0.794,3.642
040001,华安创新股票,2009/12/11,0.793,3.638
040001,华安创新股票,2009/12/10,0.793,3.638
040001,华安创新股票,2009/12/09,0.791,3.629
040001,华安创新股票,2009/12/08,0.801,3.672
040001,华安创新股票,2009/12/07,0.806,3.694
040001,华安创新股票,2009/12/04,0.8,3.668
040001,华安创新股票,2009/12/03,0.799,3.664
040001,华安创新股票,2009/12/02,0.801,3.672
040001,华安创新股票,2009/12/01,0.792,3.634
040001,华安创新股票,2009/11/30,0.781,3.586
040001,华安创新股票,2009/11/27,0.76,3.496
040001,华安创新股票,2009/11/26,0.777,3.569
040001,华安创新股票,2009/11/25,0.802,3.676
040001,华安创新股票,2009/11/24,0.788,3.616
040001,华安创新股票,2009/11/23,0.809,3.707
040001,华安创新股票,2009/11/20,0.802,3.676
040001,华安创新股票,2009/11/19,0.803,3.681
040001,华安创新股票,2009/11/18,0.801,3.672
040001,华安创新股票,2009/11/17,0.802,3.676
040001,华安创新股票,2009/11/16,0.802,3.676
040001,华安创新股票,2009/11/13,0.785,3.603
040001,华安创新股票,2009/11/12,0.783,3.595
040001,华安创新股票,2009/11/11,0.782,3.591
040001,华安创新股票,2009/11/10,0.783,3.595
040001,华安创新股票,2009/11/09,0.778,3.573
040001,华安创新股票,2009/11/06,0.779,3.578
040001,华安创新股票,2009/11/05,0.776,3.565
040001,华安创新股票,2009/11/04,0.775,3.56
040001,华安创新股票,2009/11/03,0.773,3.552
040001,华安创新股票,2009/11/02,0.766,3.522
040001,华安创新股票,2009/10/30,0.744,3.427
040001,华安创新股票,2009/10/29,0.737,3.397
040001,华安创新股票,2009/10/28,0.748,3.444
040001,华安创新股票,2009/10/27,0.746,3.436
040001,华安创新股票,2009/10/26,0.757,3.483
040001,华安创新股票,2009/10/23,0.754,3.47
040001,华安创新股票,2009/10/22,0.746,3.436
040001,华安创新股票,2009/10/21,0.748,3.444
040001,华安创新股票,2009/10/20,0.75,3.453
040001,华安创新股票,2009/10/19,0.744,3.427
040001,华安创新股票,2009/10/16,0.727,3.354
040001,华安创新股票,2009/10/15,0.724,3.341
040001,华安创新股票,2009/10/14,0.72,3.324
040001,华安创新股票,2009/10/13,0.716,3.307
040001,华安创新股票,2009/10/12,0.708,3.273
040001,华安创新股票,2009/10/09,0.709,3.277
040001,华安创新股票,2009/9/30,0.683,3.165
040001,华安创新股票,2009/9/29,0.678,3.144
040001,华安创新股票,2009/9/28,0.677,3.139
040001,华安创新股票,2009/9/25,0.689,3.191
040001,华安创新股票,2009/9/24,0.693,3.208
040001,华安创新股票,2009/9/23,0.691,3.199
040001,华安创新股票,2009/9/22,0.701,3.242
040001,华安创新股票,2009/9/21,0.713,3.294
040001,华安创新股票,2009/9/18,0.712,3.29
040001,华安创新股票,2009/9/17,0.731,3.371
040001,华安创新股票,2009/9/16,0.72,3.324
040001,华安创新股票,2009/9/15,0.727,3.354
040001,华安创新股票,2009/9/14,0.725,3.346
040001,华安创新股票,2009/9/11,0.715,3.303
040001,华安创新股票,2009/9/10,0.702,3.247
040001,华安创新股票,2009/9/09,0.708,3.273
040001,华安创新股票,2009/9/08,0.703,3.251
040001,华安创新股票,2009/9/07,0.692,3.204
040001,华安创新股票,2009/9/04,0.689,3.191
040001,华安创新股票,2009/9/03,0.682,3.161
040001,华安创新股票,2009/9/02,0.654,3.04
040001,华安创新股票,2009/9/01,0.647,3.01
040001,华安创新股票,2009/8/31,0.645,3.002
040001,华安创新股票,2009/8/28,0.682,3.161
040001,华安创新股票,2009/8/27,0.703,3.251
040001,华安创新股票,2009/8/26,0.706,3.264
040001,华安创新股票,2009/8/25,0.694,3.212
040001,华安创新股票,2009/8/24,0.712,3.29
040001,华安创新股票,2009/8/21,0.706,3.264
040001,华安创新股票,2009/8/20,0.695,3.217
040001,华安创新股票,2009/8/19,0.674,3.126
040001,华安创新股票,2009/8/18,0.701,3.242
040001,华安创新股票,2009/8/17,0.695,3.217
040001,华安创新股票,2009/8/14,0.729,3.363
040001,华安创新股票,2009/8/13,0.741,3.414
040001,华安创新股票,2009/8/12,0.735,3.389
040001,华安创新股票,2009/8/11,0.76,3.496
040001,华安创新股票,2009/8/10,0.758,3.487
040001,华安创新股票,2009/8/07,0.759,3.492
040001,华安创新股票,2009/8/06,0.775,3.56
040001,华安创新股票,2009/8/05,0.786,3.608
040001,华安创新股票,2009/8/04,0.798,3.659
040001,华安创新股票,2009/8/03,0.796,3.651
040001,华安创新股票,2009/7/31,0.787,3.612
040001,华安创新股票,2009/7/30,0.771,3.543
040001,华安创新股票,2009/7/29,0.76,3.496
040001,华安创新股票,2009/7/28,0.791,3.629
040001,华安创新股票,2009/7/27,0.79,3.625
040001,华安创新股票,2009/7/24,0.78,3.582
040001,华安创新股票,2009/7/23,0.781,3.586
040001,华安创新股票,2009/7/22,0.775,3.56
040001,华安创新股票,2009/7/21,0.765,3.517
040001,华安创新股票,2009/7/20,0.775,3.56
040001,华安创新股票,2009/7/17,0.763,3.509
040001,华安创新股票,2009/7/16,0.76,3.496
040001,华安创新股票,2009/7/15,0.759,3.492
040001,华安创新股票,2009/7/14,0.755,3.475
040001,华安创新股票,2009/7/13,0.738,3.401
040001,华安创新股票,2009/7/10,0.746,3.436
040001,华安创新股票,2009/7/09,0.743,3.423
040001,华安创新股票,2009/7/08,0.736,3.393
040001,华安创新股票,2009/7/07,0.732,3.376
040001,华安创新股票,2009/7/06,0.738,3.401
040001,华安创新股票,2009/7/03,0.734,3.384
040001,华安创新股票,2009/7/02,0.727,3.354
040001,华安创新股票,2009/7/01,0.721,3.328
040001,华安创新股票,2009/6/30,0.71,3.281
040001,华安创新股票,2009/6/29,0.711,3.285
040001,华安创新股票,2009/6/26,0.706,3.264
040001,华安创新股票,2009/6/25,0.704,3.255
040001,华安创新股票,2009/6/24,0.704,3.255
040001,华安创新股票,2009/6/23,0.698,3.23
040001,华安创新股票,2009/6/22,0.698,3.23
040001,华安创新股票,2009/6/19,0.698,3.23
040001,华安创新股票,2009/6/18,0.697,3.225
040001,华安创新股票,2009/6/17,0.692,3.204
040001,华安创新股票,2009/6/16,0.685,3.174
040001,华安创新股票,2009/6/15,0.688,3.187
040001,华安创新股票,2009/6/12,0.677,3.139
040001,华安创新股票,2009/6/11,0.688,3.187
040001,华安创新股票,2009/6/10,0.69,3.195
040001,华安创新股票,2009/6/09,0.689,3.191
040001,华安创新股票,2009/6/08,0.689,3.191
040001,华安创新股票,2009/6/05,0.69,3.195
040001,华安创新股票,2009/6/04,0.692,3.204
040001,华安创新股票,2009/6/03,0.694,3.212
040001,华安创新股票,2009/6/02,0.685,3.174
040001,华安创新股票,2009/6/01,0.684,3.169
040001,华安创新股票,2009/5/27,0.672,3.118
040001,华安创新股票,2009/5/26,0.666,3.092
040001,华安创新股票,2009/5/25,0.668,3.101
040001,华安创新股票,2009/5/22,0.664,3.083
040001,华安创新股票,2009/5/21,0.664,3.083
040001,华安创新股票,2009/5/20,0.673,3.122
040001,华安创新股票,2009/5/19,0.676,3.135
040001,华安创新股票,2009/5/18,0.673,3.122
040001,华安创新股票,2009/5/15,0.673,3.122
040001,华安创新股票,2009/5/14,0.672,3.118
040001,华安创新股票,2009/5/13,0.674,3.126
040001,华安创新股票,2009/5/12,0.673,3.122
040001,华安创新股票,2009/5/11,0.664,3.083
040001,华安创新股票,2009/5/08,0.675,3.131
040001,华安创新股票,2009/5/07,0.675,3.131
040001,华安创新股票,2009/5/06,0.675,3.131
040001,华安创新股票,2009/5/05,0.669,3.105
040001,华安创新股票,2009/5/04,0.665,3.088
040001,华安创新股票,2009/4/30,0.653,3.036
040001,华安创新股票,2009/4/29,0.647,3.01
040001,华安创新股票,2009/4/28,0.631,2.942
040001,华安创新股票,2009/4/27,0.63,2.937
040001,华安创新股票,2009/4/24,0.643,2.993
040001,华安创新股票,2009/4/23,0.645,3.002
040001,华安创新股票,2009/4/22,0.641,2.985
040001,华安创新股票,2009/4/21,0.662,3.075
040001,华安创新股票,2009/4/20,0.665,3.088
040001,华安创新股票,2009/4/17,0.654,3.04
040001,华安创新股票,2009/4/16,0.657,3.053
040001,华安创新股票,2009/4/15,0.659,3.062
040001,华安创新股票,2009/4/14,0.658,3.058
040001,华安创新股票,2009/4/13,0.654,3.04
040001,华安创新股票,2009/4/10,0.647,3.01
040001,华安创新股票,2009/4/09,0.632,2.946
040001,华安创新股票,2009/4/08,0.623,2.907
040001,华安创新股票,2009/4/07,0.639,2.976
040001,华安创新股票,2009/4/03,0.64,2.98
040001,华安创新股票,2009/4/02,0.64,2.98
040001,华安创新股票,2009/4/01,0.636,2.963
040001,华安创新股票,2009/3/31,0.632,2.946
040001,华安创新股票,2009/3/30,0.626,2.92
040001,华安创新股票,2009/3/27,0.627,2.924
040001,华安创新股票,2009/3/26,0.625,2.916
040001,华安创新股票,2009/3/25,0.617,2.881
040001,华安创新股票,2009/3/24,0.622,2.903
040001,华安创新股票,2009/3/23,0.62,2.894
040001,华安创新股票,2009/3/20,0.612,2.86
040001,华安创新股票,2009/3/19,0.614,2.869
040001,华安创新股票,2009/3/18,0.608,2.843
040001,华安创新股票,2009/3/17,0.608,2.843
040001,华安创新股票,2009/3/16,0.597,2.796
040001,华安创新股票,2009/3/13,0.592,2.774
040001,华安创新股票,2009/3/12,0.593,2.778
040001,华安创新股票,2009/3/11,0.594,2.783
040001,华安创新股票,2009/3/10,0.598,2.8
040001,华安创新股票,2009/3/09,0.593,2.778
040001,华安创新股票,2009/3/06,0.603,2.821
040001,华安创新股票,2009/3/05,0.602,2.817
040001,华安创新股票,2009/3/04,0.599,2.804
040001,华安创新股票,2009/3/03,0.577,2.71
040001,华安创新股票,2009/3/02,0.581,2.727
040001,华安创新股票,2009/2/27,0.576,2.705
040001,华安创新股票,2009/2/26,0.582,2.731
040001,华安创新股票,2009/2/25,0.602,2.817
040001,华安创新股票,2009/2/24,0.603,2.821
040001,华安创新股票,2009/2/23,0.62,2.894
040001,华安创新股票,2009/2/20,0.609,2.847
040001,华安创新股票,2009/2/19,0.602,2.817
040001,华安创新股票,2009/2/18,0.599,2.804
040001,华安创新股票,2009/2/17,0.616,2.877
040001,华安创新股票,2009/2/16,0.629,2.933
040001,华安创新股票,2009/2/13,0.62,2.894
040001,华安创新股票,2009/2/12,0.607,2.839
040001,华安创新股票,2009/2/11,0.609,2.847
040001,华安创新股票,2009/2/10,0.61,2.851
040001,华安创新股票,2009/2/09,0.604,2.826
040001,华安创新股票,2009/2/06,0.593,2.778
040001,华安创新股票,2009/2/05,0.578,2.714
040001,华安创新股票,2009/2/04,0.583,2.735
040001,华安创新股票,2009/2/03,0.575,2.701
040001,华安创新股票,2009/2/02,0.568,2.671
040001,华安创新股票,2009/1/23,0.565,2.658
040001,华安创新股票,2009/1/22,0.567,2.667
040001,华安创新股票,2009/1/21,0.562,2.645
040001,华安创新股票,2009/1/20,0.563,2.649
040001,华安创新股票,2009/1/19,0.562,2.645
040001,华安创新股票,2009/1/16,0.56,2.637
040001,华安创新股票,2009/1/15,0.556,2.619
040001,华安创新股票,2009/1/14,0.558,2.628
040001,华安创新股票,2009/1/13,0.546,2.576
040001,华安创新股票,2009/1/12,0.553,2.606
040001,华安创新股票,2009/1/09,0.553,2.606
040001,华安创新股票,2009/1/08,0.55,2.594
040001,华安创新股票,2009/1/07,0.554,2.611
040001,华安创新股票,2009/1/06,0.556,2.619
040001,华安创新股票,2009/1/05,0.55,2.594
040001,华安创新股票,2008/12/31,0.544,2.568
040001,华安创新股票,2008/12/30,0.544,2.568
040001,华安创新股票,2008/12/29,0.544,2.568
040001,华安创新股票,2008/12/26,0.544,2.568
040001,华安创新股票,2008/12/25,0.545,2.572
040001,华安创新股票,2008/12/24,0.546,2.576
040001,华安创新股票,2008/12/23,0.549,2.589
040001,华安创新股票,2008/12/22,0.56,2.637
040001,华安创新股票,2008/12/19,0.564,2.654
040001,华安创新股票,2008/12/18,0.561,2.641
040001,华安创新股票,2008/12/17,0.555,2.615
040001,华安创新股票,2008/12/16,0.553,2.606
040001,华安创新股票,2008/12/15,0.549,2.589
040001,华安创新股票,2008/12/12,0.547,2.581
040001,华安创新股票,2008/12/11,0.557,2.624
040001,华安创新股票,2008/12/10,0.562,2.645
040001,华安创新股票,2008/12/09,0.554,2.611
040001,华安创新股票,2008/12/08,0.562,2.645
040001,华安创新股票,2008/12/05,0.552,2.602
040001,华安创新股票,2008/12/04,0.546,2.576
040001,华安创新股票,2008/12/03,0.542,2.559
040001,华安创新股票,2008/12/02,0.531,2.512
040001,华安创新股票,2008/12/01,0.527,2.495
040001,华安创新股票,2008/11/28,0.522,2.473
040001,华安创新股票,2008/11/27,0.527,2.495
040001,华安创新股票,2008/11/26,0.521,2.469
040001,华安创新股票,2008/11/25,0.52,2.465
040001,华安创新股票,2008/11/24,0.522,2.473
040001,华安创新股票,2008/11/21,0.531,2.512
040001,华安创新股票,2008/11/20,0.533,2.52
040001,华安创新股票,2008/11/19,0.537,2.538
040001,华安创新股票,2008/11/18,0.522,2.473
040001,华安创新股票,2008/11/17,0.54,2.551
040001,华安创新股票,2008/11/14,0.533,2.52
040001,华安创新股票,2008/11/13,0.523,2.478
040001,华安创新股票,2008/11/12,0.513,2.435
040001,华安创新股票,2008/11/11,0.511,2.426
040001,华安创新股票,2008/11/10,0.515,2.443
040001,华安创新股票,2008/11/07,0.497,2.366
040001,华安创新股票,2008/11/06,0.495,2.357
040001,华安创新股票,2008/11/05,0.503,2.392
040001,华安创新股票,2008/11/04,0.493,2.349
040001,华安创新股票,2008/11/03,0.498,2.37
040001,华安创新股票,2008/10/31,0.498,2.37
040001,华安创新股票,2008/10/30,0.501,2.383
040001,华安创新股票,2008/10/29,0.495,2.357
040001,华安创新股票,2008/10/28,0.499,2.374
040001,华安创新股票,2008/10/27,0.492,2.344
040001,华安创新股票,2008/10/24,0.513,2.435
040001,华安创新股票,2008/10/23,0.522,2.473
040001,华安创新股票,2008/10/22,0.52,2.465
040001,华安创新股票,2008/10/21,0.529,2.503
040001,华安创新股票,2008/10/20,0.532,2.516
040001,华安创新股票,2008/10/17,0.522,2.473
040001,华安创新股票,2008/10/16,0.521,2.469
040001,华安创新股票,2008/10/15,0.535,2.529
040001,华安创新股票,2008/10/14,0.54,2.551
040001,华安创新股票,2008/10/13,0.549,2.589
040001,华安创新股票,2008/10/10,0.537,2.538
040001,华安创新股票,2008/10/09,0.553,2.606
040001,华安创新股票,2008/10/08,0.558,2.628
040001,华安创新股票,2008/10/07,0.57,2.68
040001,华安创新股票,2008/10/06,0.574,2.697
040001,华安创新股票,2008/9/30,0.594,2.783
040001,华安创新股票,2008/9/26,0.594,2.783
040001,华安创新股票,2008/9/25,0.589,2.761
040001,华安创新股票,2008/9/24,0.574,2.697
040001,华安创新股票,2008/9/23,0.572,2.688
040001,华安创新股票,2008/9/22,0.591,2.77
040001,华安创新股票,2008/9/19,0.575,2.701
040001,华安创新股票,2008/9/18,0.547,2.581
040001,华安创新股票,2008/9/17,0.554,2.611
040001,华安创新股票,2008/9/16,0.563,2.649
040001,华安创新股票,2008/9/12,0.572,2.688
040001,华安创新股票,2008/9/11,0.57,2.68
040001,华安创新股票,2008/9/10,0.579,2.718
040001,华安创新股票,2008/9/09,0.579,2.718
040001,华安创新股票,2008/9/08,0.578,2.714
040001,华安创新股票,2008/9/05,0.586,2.748
040001,华安创新股票,2008/9/04,0.595,2.787
040001,华安创新股票,2008/9/03,0.596,2.791
040001,华安创新股票,2008/9/02,0.603,2.821
040001,华安创新股票,2008/9/01,0.609,2.847
040001,华安创新股票,2008/8/29,0.62,2.894
040001,华安创新股票,2008/8/28,0.614,2.869
040001,华安创新股票,2008/8/27,0.615,2.873
040001,华安创新股票,2008/8/26,0.619,2.89
040001,华安创新股票,2008/8/25,0.627,2.924
040001,华安创新股票,2008/8/22,0.626,2.92
040001,华安创新股票,2008/8/21,0.631,2.942
040001,华安创新股票,2008/8/20,0.645,3.002
040001,华安创新股票,2008/8/19,0.62,2.894
040001,华安创新股票,2008/8/18,0.617,2.881
040001,华安创新股票,2008/8/15,0.633,2.95
040001,华安创新股票,2008/8/14,0.633,2.95
040001,华安创新股票,2008/8/13,0.633,2.95
040001,华安创新股票,2008/8/12,0.631,2.942
040001,华安创新股票,2008/8/11,0.631,2.942
040001,华安创新股票,2008/8/08,0.646,3.0061
040001,华安创新股票,2008/8/07,0.658,3.058
040001,华安创新股票,2008/8/06,0.66,3.066
040001,华安创新股票,2008/8/05,0.66,3.066
040001,华安创新股票,2008/8/04,0.669,3.105
040001,华安创新股票,2008/8/01,0.677,3.139
040001,华安创新股票,2008/7/31,0.673,3.122
040001,华安创新股票,2008/7/30,0.683,3.165
040001,华安创新股票,2008/7/29,0.687,3.182
040001,华安创新股票,2008/7/28,0.693,3.208
040001,华安创新股票,2008/7/25,0.69,3.195
040001,华安创新股票,2008/7/24,0.693,3.208
040001,华安创新股票,2008/7/23,0.684,3.169
040001,华安创新股票,2008/7/22,0.689,3.191
040001,华安创新股票,2008/7/21,0.691,3.199
040001,华安创新股票,2008/7/18,0.681,3.157
040001,华安创新股票,2008/7/17,0.675,3.131
040001,华安创新股票,2008/7/16,0.675,3.131
040001,华安创新股票,2008/7/15,0.684,3.169
040001,华安创新股票,2008/7/14,0.693,3.208
040001,华安创新股票,2008/7/11,0.689,3.191
040001,华安创新股票,2008/7/10,0.692,3.204
040001,华安创新股票,2008/7/09,0.695,3.217
040001,华安创新股票,2008/7/08,0.685,3.174
040001,华安创新股票,2008/7/07,0.683,3.165
040001,华安创新股票,2008/7/04,0.668,3.101
040001,华安创新股票,2008/7/03,0.674,3.126
040001,华安创新股票,2008/7/02,0.666,3.092
040001,华安创新股票,2008/7/01,0.667,3.096
040001,华安创新股票,2008/6/30,0.676,3.135
040001,华安创新股票,2008/6/27,0.677,3.139
040001,华安创新股票,2008/6/26,0.697,3.225
040001,华安创新股票,2008/6/25,0.695,3.217
040001,华安创新股票,2008/6/24,0.678,3.144
040001,华安创新股票,2008/6/23,0.667,3.096
040001,华安创新股票,2008/6/20,0.678,3.144
040001,华安创新股票,2008/6/19,0.669,3.105
040001,华安创新股票,2008/6/18,0.695,3.217
040001,华安创新股票,2008/6/17,0.673,3.122
040001,华安创新股票,2008/6/16,0.686,3.178
040001,华安创新股票,2008/6/13,0.694,3.212
040001,华安创新股票,2008/6/12,0.71,3.281
040001,华安创新股票,2008/6/11,0.717,3.311
040001,华安创新股票,2008/6/10,0.721,3.328
040001,华安创新股票,2008/6/06,0.752,3.462
040001,华安创新股票,2008/6/05,0.753,3.466
040001,华安创新股票,2008/6/04,0.761,3.5
040001,华安创新股票,2008/6/03,0.768,3.53
040001,华安创新股票,2008/6/02,0.767,3.526
040001,华安创新股票,2008/5/30,0.766,3.522
040001,华安创新股票,2008/5/29,0.769,3.535
040001,华安创新股票,2008/5/28,0.779,3.578
040001,华安创新股票,2008/5/27,0.768,3.53
040001,华安创新股票,2008/5/26,0.767,3.526
040001,华安创新股票,2008/5/23,0.783,3.595
040001,华安创新股票,2008/5/22,0.787,3.612
040001,华安创新股票,2008/5/21,0.794,3.642
040001,华安创新股票,2008/5/20,0.784,3.599
040001,华安创新股票,2008/5/19,0.811,3.715
040001,华安创新股票,2008/5/16,0.815,3.732
040001,华安创新股票,2008/5/15,0.818,3.745
040001,华安创新股票,2008/5/14,0.821,3.758
040001,华安创新股票,2008/5/13,0.806,3.694
040001,华安创新股票,2008/5/12,0.81,3.711
040001,华安创新股票,2008/5/09,0.806,3.694
040001,华安创新股票,2008/5/08,0.813,3.724
040001,华安创新股票,2008/5/07,0.8,3.668
040001,华安创新股票,2008/5/06,0.823,3.767
040001,华安创新股票,2008/5/05,0.827,3.784
040001,华安创新股票,2008/4/30,0.812,3.719
040001,华安创新股票,2008/4/29,0.789,3.621
040001,华安创新股票,2008/4/28,0.787,3.612
040001,华安创新股票,2008/4/25,0.802,3.676
040001,华安创新股票,2008/4/24,0.803,3.681
040001,华安创新股票,2008/4/23,0.762,3.505
040001,华安创新股票,2008/4/22,0.742,3.419
040001,华安创新股票,2008/4/21,0.741,3.414
040001,华安创新股票,2008/4/18,0.753,3.466
040001,华安创新股票,2008/4/17,0.767,3.526
040001,华安创新股票,2008/4/16,0.783,3.595
040001,华安创新股票,2008/4/15,0.795,3.646
040001,华安创新股票,2008/4/14,0.795,3.646
040001,华安创新股票,2008/4/11,0.832,3.805
040001,华安创新股票,2008/4/10,0.829,3.793
040001,华安创新股票,2008/4/09,0.824,3.771
040001,华安创新股票,2008/4/08,0.856,3.909
040001,华安创新股票,2008/4/07,0.844,3.857
040001,华安创新股票,2008/4/03,0.815,3.732
040001,华安创新股票,2008/4/02,0.806,3.694
040001,华安创新股票,2008/4/01,0.815,3.732
040001,华安创新股票,2008/3/31,0.849,3.878
040001,华安创新股票,2008/3/28,0.867,3.956
040001,华安创新股票,2008/3/27,0.844,3.857
040001,华安创新股票,2008/3/26,0.859,3.921
040001,华安创新股票,2008/3/25,0.86,3.926
040001,华安创新股票,2008/3/24,0.848,3.874
040001,华安创新股票,2008/3/21,0.872,3.977
040001,华安创新股票,2008/3/20,0.87,3.969
040001,华安创新股票,2008/3/19,0.85,3.883
040001,华安创新股票,2008/3/18,0.826,3.78
040001,华安创新股票,2008/3/17,0.851,3.887
040001,华安创新股票,2008/3/14,0.871,3.973
040001,华安创新股票,2008/3/13,0.874,3.986
040001,华安创新股票,2008/3/12,0.891,4.059
040001,华安创新股票,2008/3/11,0.915,4.162
040001,华安创新股票,2008/3/10,0.914,4.158
040001,华安创新股票,2008/3/07,0.941,4.274
040001,华安创新股票,2008/3/06,0.944,4.287
040001,华安创新股票,2008/3/05,0.941,4.274
040001,华安创新股票,2008/3/04,0.945,4.291
040001,华安创新股票,2008/3/03,0.961,4.36
040001,华安创新股票,2008/2/29,0.944,4.287
040001,华安创新股票,2008/2/28,0.934,4.244
040001,华安创新股票,2008/2/27,0.937,4.257
040001,华安创新股票,2008/2/26,0.922,4.192
040001,华安创新股票,2008/2/25,0.932,4.235
040001,华安创新股票,2008/2/22,0.954,4.33
040001,华安创新股票,2008/2/21,0.977,4.429
040001,华安创新股票,2008/2/20,0.979,4.437
040001,华安创新股票,2008/2/19,0.995,4.506
040001,华安创新股票,2008/2/18,0.983,4.454
040001,华安创新股票,2008/2/15,0.964,4.373
040001,华安创新股票,2008/2/14,0.973,4.411
040001,华安创新股票,2008/2/13,0.968,4.39
040001,华安创新股票,2008/2/05,0.978,4.433
040001,华安创新股票,2008/2/04,0.984,4.459
040001,华安创新股票,2008/2/01,0.936,4.252
040001,华安创新股票,2008/1/31,0.943,4.282
040001,华安创新股票,2008/1/30,0.958,4.347
040001,华安创新股票,2008/1/29,0.963,4.368
040001,华安创新股票,2008/1/28,0.956,4.338
040001,华安创新股票,2008/1/25,0.993,4.497
040001,华安创新股票,2008/1/24,0.979,4.437
040001,华安创新股票,2008/1/23,0.962,4.364
040001,华安创新股票,2008/1/22,0.933,4.239
040001,华安创新股票,2008/1/21,0.978,4.433
040001,华安创新股票,2008/1/18,1.006,4.553
040001,华安创新股票,2008/1/17,1.003,4.54
040001,华安创新股票,2008/1/16,1.013,4.583
040001,华安创新股票,2008/1/15,1.036,4.682
040001,华安创新股票,2008/1/14,1.045,4.721
040001,华安创新股票,2008/1/11,1.044,4.716
040001,华安创新股票,2008/1/10,1.038,4.691
040001,华安创新股票,2008/1/09,1.027,4.643
040001,华安创新股票,2008/1/08,1.014,4.588
040001,华安创新股票,2008/1/07,1.02,4.613
040001,华安创新股票,2008/1/04,1.013,4.583
040001,华安创新股票,2008/1/03,1.004,4.545
040001,华安创新股票,2008/1/02,1.004,4.545
040001,华安创新股票,2007/12/31,0.997,4.514
040001,华安创新股票,2007/12/29,0.997,4.514
040001,华安创新股票,2007/12/28,0.997,4.514
040001,华安创新股票,2007/12/27,0.997,4.514
040001,华安创新股票,2007/12/26,0.979,4.437
040001,华安创新股票,2007/12/25,0.977,4.429
040001,华安创新股票,2007/12/24,0.981,4.446
040001,华安创新股票,2007/12/21,0.969,4.394
040001,华安创新股票,2007/12/20,0.967,4.386
040001,华安创新股票,2007/12/19,0.957,4.343
040001,华安创新股票,2007/12/18,0.946,4.295
040001,华安创新股票,2007/12/17,0.948,4.304
040001,华安创新股票,2007/12/14,0.967,4.386
040001,华安创新股票,2007/12/13,0.959,4.351
040001,华安创新股票,2007/12/12,0.975,4.42
040001,华安创新股票,2007/12/11,0.985,4.463
040001,华安创新股票,2007/12/10,0.989,4.48
040001,华安创新股票,2007/12/07,0.983,4.454
040001,华安创新股票,2007/12/06,0.981,4.446
040001,华安创新股票,2007/12/05,0.98,4.441
040001,华安创新股票,2007/12/04,0.97,4.398
040001,华安创新股票,2007/12/03,0.962,4.364
040001,华安创新股票,2007/11/30,0.952,4.321
040001,华安创新股票,2007/11/29,0.958,4.347
040001,华安创新股票,2007/11/28,0.943,4.282
040001,华安创新股票,2007/11/27,0.948,4.304
040001,华安创新股票,2007/11/26,0.96,4.355
040001,华安创新股票,2007/11/23,0.963,4.368
040001,华安创新股票,2007/11/22,0.959,4.351
040001,华安创新股票,2007/11/21,0.979,4.437
040001,华安创新股票,2007/11/20,0.985,4.463
040001,华安创新股票,2007/11/19,0.979,4.437
040001,华安创新股票,2007/11/16,0.984,4.459
040001,华安创新股票,2007/11/15,0.99,4.484
040001,华安创新股票,2007/11/14,0.995,4.506
040001,华安创新股票,2007/11/13,0.982,4.45
040001,华安创新股票,2007/11/12,0.99,4.484
040001,华安创新股票,2007/11/09,0.989,4.48
040001,华安创新股票,2007/11/08,0.991,4.489
040001,华安创新股票,2007/11/07,1.004,4.545
040001,华安创新股票,2007/11/06,1.002,4.536
040001,华安创新股票,2007/11/05,1.002,4.536
040001,华安创新股票,2007/11/02,1.002,4.536
040001,华安创新股票,2007/11/01,1.012,4.579
040001,华安创新股票,2007/10/31,1.016,4.596
040001,华安创新股票,2007/10/30,1.009,4.566
040001,华安创新股票,2007/10/29,1.004,4.545
040001,华安创新股票,2007/10/26,1,4.527
040001,华安创新股票,2007/10/25,4.285,4.515
040001,华安创新股票,2007/10/24,4.352,4.582
040001,华安创新股票,2007/10/23,4.347,4.577
