160419,华安中证全指证券公司指数分级,0.7006,0.7006
161726,招商国证生物医药指数分级,0.7130,0.7130
001171,工银养老产业股票,0.7250,0.7250
001188,鹏华改革红利股票,0.7870,0.7870
001180,广发医药卫生联接,0.8561,0.8561
163821,中银沪深300等权重指数,1.5690,1.5690
310398,申万菱信沪深300价值指数,1.1440,1.1440
000411,景顺长城优质成长,1.4620,1.4620
161227,国投瑞银深证100指数(LOF),1.71,1.71
001644,汇丰晋信智造先锋股票C,1.0180,1.0180
001643,汇丰晋信智造先锋股票A,1.0184,1.0184
161723,招商中证银行指数分级,0.85,0.85
165523,信诚中证信息安全指数分级,0.7630,0.7630
165524,信诚中证智能家居指数分级,0.7364,0.7364
502013,长盛中证申万一带一路分级,0.6198,0.6198
090010,大成中证红利指数,1.3710,1.3710
001163,银华中国梦30股票,0.9330,0.9330
159942,华润元大中创100ETF,0.6780,0.6780
001242,博时中证淘金大数据100A,0.7251,0.7251
164819,工银中证环保产业指数分级,0.9098,0.9098
502010,易方达证券公司分级,0.7742,0.7742
502048,易方达上证50指数分级,0.7775,0.7775
512510,华泰柏瑞中证500ETF,0.7053,0.7053
001208,诺安低碳经济股票,0.8190,0.8190
160135,南方中证高铁产业指数分级,0.7506,0.7506
160639,鹏华高铁分级,0.6030,0.6030
160640,鹏华新能源分级,0.5810,0.5810
502023,鹏华钢铁分级,1.0120,1.0120
001592,天弘创业板A,0.9868,0.9868
001600,天弘中证高端装备制造C,1.0452,1.0452
159944,广发中证全指原材料ETF,0.8194,0.8194
159945,广发中证全指能源ETF,0.7036,0.7036
163118,申万菱信中证申万医药生物指数分级,0.9704,0.9704
168205,中融中证银行指数分级,0.8110,0.8110
001396,建信互联网+产业升级股票,,
000968,广发养老指数,1.0581,1.0581
502000,西部利得中证500等权重指数分级,0.6280,0.6280
160633,鹏华证券分级,0.69,0.69
163117,申万菱信中证申万传媒行业投资指数分级,0.6351,0.6351
000778,鹏华先进制造股票,1.3610,1.3610
164908,交银中证环境治理指数分级,1.0890,1.0890
001663,中银互联网+股票,1.02,1.02
165315,建信网金融分级,,
163116,申万菱信中证申万电子行业投资指数分级,0.7092,0.7092
160516,博时中证800证券保险指数分级,0.7074,0.7074
161032,富国中证煤炭指数分级,0.6320,0.6320
512330,南方中证500信息技术ETF,0.9455,0.9455
161725,招商中证白酒指数分级,0.8040,0.8040
162107,金鹰中证500指数分级,1.8944,1.8944
001593,天弘创业板C,0.9849,0.9849
160225,国泰国证新能源汽车指数分级,1.5320,1.5320
164820,工银中证高铁产业指数分级,0.7854,0.7854
164821,工银中证新能源指数分级,0.8617,0.8617
160222,国泰国证食品饮料行业指数分级,1.3638,1.3638
001410,信达澳银新能源产业股票,1.0420,1.0420
001241,国寿安保中证500ETF联接,0.6494,0.6494
001490,汇添富国企创新股票,0.9910,0.9910
168202,中融中证白酒指数分级,1.0620,1.0620
162907,泰信基本面400指数分级,1.8380,1.8380
240016,华宝上证180联接,1.4120,1.4120
510620,上证原材料ETF,1.1427,1.1427
000979,景顺长城沪港深精选股票,0.8490,0.8490
001528,诺安先进制造股票,1.0010,1.0010
519965,长信量化多策略股票,1.0050,1.0050
001672,国寿安保智慧生活股票,1.1060,1.1060
000513,富国高端制造行业股票,1.5070,1.5070
510360,广发沪深300ETF,1.0468,1.0468
502053,长盛中证证券公司分级,1.1050,1.1050
510270,中银上证国企100ETF,1.2190,1.2190
512010,易方达沪深300医药ETF,1.2411,1.2411
512220,景顺长城中证TMT150ETF,1.6685,1.6685
512640,嘉实中证金融地产ETF,1.6015,1.6015
040180,华安上证180联接,1.2406,1.2406
110022,易方达消费行业,1.2420,1.2420
001628,招商体育文化休闲股票,1.0140,1.0140
001692,南方国策动力,1.1290,1.1290
660014,农银深证100增强,1.4368,1.4368
000793,工银高端制造股票,1.2750,1.2750
001050,汇添富成长多因子量化策略股票,1.0530,1.0530
000991,工银战略转型股票,0.9190,0.9190
510090,建信上证责任ETF,,
001277,博时国企改革股票,0.7830,0.7830
164809,工银中证500分级,1.5906,1.5906
001158,工银新材料新能源股票,0.8140,0.8140
510120,海富通上证非周期ETF,1.27,1.27
510330,华夏沪深300ETF,1.5207,1.5207
510450,上投上证180高贝塔ETF,1.7628,1.7628
160814,长盛中证金融地产指数分级,0.7470,0.7470
161022,富国创业板指数分级,1.8150,1.8150
161025,富国中证移动互联网指数分级,1.5390,1.5390
110019,易方达深证100联接,1.0257,1.0257
001421,南方量化,1.0310,1.0310
001476,中银智能制造股票,0.9310,0.9310
001186,富国文体健康股票,0.7410,0.7410
164403,前海开源农业分级,0.9940,0.9940
001460,广发中证全指能源ETF联接,0.8349,0.8349
001550,天弘中证医药100A,0.8230,0.8230
001551,天弘中证医药100C,0.8221,0.8221
001595,天弘中证银行指数C,0.9186,0.9186
001599,天弘中证高端装备制造A,1.0465,1.0465
001397,建信精工制造指数增强,,
165525,信诚中证基建工程指数分级,0.9990,0.9990
001594,天弘中证银行指数A,0.9196,0.9196
161031,富国中证工业4.0指数分级,0.6790,0.6790
001193,中金消费升级,0.8930,0.8930
001195,工银农业产业股票,0.6540,0.6540
161724,招商中证煤炭等权指数分级,0.6430,0.6430
510560,国寿安保中证500ETF,0.6752,0.6752
510580,易方达中证500ETF,1.1109,1.1109
161630,融通农业分级,1.0380,1.0380
001243,博时中证淘金大数据100I,0.7253,0.7253
162413,华宝兴业中证1000指数分级,0.5384,0.5384
001237,博时上证50ETF联接,0.7729,0.7729
159908,博时深证200ETF,1.1437,1.1437
000594,大摩进取优选股票,1.7740,1.7740
164905,交银国证新能源指数分级,0.8660,0.8660
001167,金鹰科技创新股票,0.7450,0.7450
