date,code,company,quote
2015-10-23,'002362,汉王科技,29.36
2015-10-22,'002362,汉王科技,26.69
2015-10-21,'002362,汉王科技,24.26
2015-10-20,'002362,汉王科技,22.05
2015-10-19,'002362,汉王科技,21.7
2015-10-16,'002362,汉王科技,21.15
2015-10-15,'002362,汉王科技,19.88
2015-10-14,'002362,汉王科技,20.9
2015-10-13,'002362,汉王科技,20.15
2015-10-12,'002362,汉王科技,19.39
2015-10-09,'002362,汉王科技,19.7
2015-10-08,'002362,汉王科技,18.36
2015-09-30,'002362,汉王科技,16.69
2015-09-29,'002362,汉王科技,17.24
2015-09-28,'002362,汉王科技,16.38
2015-09-25,'002362,汉王科技,17.6
2015-09-24,'002362,汉王科技,17.16
2015-09-23,'002362,汉王科技,17.3
2015-09-22,'002362,汉王科技,17.44
2015-09-21,'002362,汉王科技,16.25
2015-09-18,'002362,汉王科技,15.8
2015-09-17,'002362,汉王科技,15.9
2015-09-16,'002362,汉王科技,14.45
2015-09-15,'002362,汉王科技,16.05
2015-09-14,'002362,汉王科技,17.83
2015-09-11,'002362,汉王科技,17.4
2015-09-10,'002362,汉王科技,18.16
2015-09-09,'002362,汉王科技,17.38
2015-09-08,'002362,汉王科技,15.9
2015-09-07,'002362,汉王科技,15.15
2015-09-02,'002362,汉王科技,15.66
2015-09-01,'002362,汉王科技,17.37
2015-08-31,'002362,汉王科技,18.58
2015-08-28,'002362,汉王科技,17
2015-08-27,'002362,汉王科技,16
2015-08-26,'002362,汉王科技,17.4
2015-08-25,'002362,汉王科技,19.33
2015-08-24,'002362,汉王科技,21.48
2015-08-21,'002362,汉王科技,23.87
2015-08-20,'002362,汉王科技,24.84
2015-08-19,'002362,汉王科技,24.12
2015-08-18,'002362,汉王科技,26.8
2015-08-17,'002362,汉王科技,27.27
2015-08-14,'002362,汉王科技,27.64
2015-08-13,'002362,汉王科技,26.42
2015-08-12,'002362,汉王科技,26.16
2015-08-11,'002362,汉王科技,26.41
2015-08-10,'002362,汉王科技,24.76
2015-08-07,'002362,汉王科技,22.61
2015-08-06,'002362,汉王科技,22.25
2015-08-05,'002362,汉王科技,22.26
2015-08-04,'002362,汉王科技,20.24
2015-08-03,'002362,汉王科技,22.35
2015-07-31,'002362,汉王科技,23.73
2015-07-30,'002362,汉王科技,24.45
2015-07-29,'002362,汉王科技,22.73
2015-07-28,'002362,汉王科技,25.25
2015-07-27,'002362,汉王科技,28.05
2015-07-24,'002362,汉王科技,28.46
2015-07-23,'002362,汉王科技,27.53
2015-07-22,'002362,汉王科技,27.33
2015-07-21,'002362,汉王科技,25.59
2015-07-20,'002362,汉王科技,24.7
2015-07-17,'002362,汉王科技,22.83
2015-07-16,'002362,汉王科技,22.03
2015-07-15,'002362,汉王科技,24.48
2015-07-14,'002362,汉王科技,22.25
2015-07-13,'002362,汉王科技,20.23
2015-07-10,'002362,汉王科技,18.39
2015-07-09,'002362,汉王科技,16.72
2015-07-08,'002362,汉王科技,18.58
2015-07-07,'002362,汉王科技,20.64
2015-07-06,'002362,汉王科技,22.93
2015-07-03,'002362,汉王科技,25.48
2015-07-02,'002362,汉王科技,28.31
2015-07-01,'002362,汉王科技,31.46
2015-06-30,'002362,汉王科技,30.03
2015-06-29,'002362,汉王科技,33.37
2015-06-26,'002362,汉王科技,37.08
2015-06-25,'002362,汉王科技,40.46
2015-06-24,'002362,汉王科技,40.29
2015-06-23,'002362,汉王科技,39.78
2015-06-19,'002362,汉王科技,44.2
2015-06-18,'002362,汉王科技,47.81
2015-06-17,'002362,汉王科技,47.62
2015-06-16,'002362,汉王科技,47.39
2015-06-15,'002362,汉王科技,50.2
2015-06-12,'002362,汉王科技,50
2015-06-11,'002362,汉王科技,49.9
2015-06-10,'002362,汉王科技,48.48
2015-06-09,'002362,汉王科技,47.96
2015-06-08,'002362,汉王科技,51.4
2015-06-05,'002362,汉王科技,54.74
2015-06-04,'002362,汉王科技,53.59
2015-06-03,'002362,汉王科技,54.25
2015-06-02,'002362,汉王科技,49.32
2015-06-01,'002362,汉王科技,44.84
2015-05-29,'002362,汉王科技,40.76
2015-05-28,'002362,汉王科技,45.17
2015-05-27,'002362,汉王科技,42.79
2015-05-26,'002362,汉王科技,38.93
2015-05-25,'002362,汉王科技,39.54
2015-05-22,'002362,汉王科技,40.6
2015-05-21,'002362,汉王科技,38.81
2015-05-20,'002362,汉王科技,38.35
2015-05-19,'002362,汉王科技,37.98
2015-05-18,'002362,汉王科技,36.42
2015-05-15,'002362,汉王科技,38.09
2015-05-14,'002362,汉王科技,39.29
2015-05-13,'002362,汉王科技,38.93
2015-05-12,'002362,汉王科技,39.16
2015-05-11,'002362,汉王科技,35.6
2015-05-08,'002362,汉王科技,33
2015-05-07,'002362,汉王科技,31.54
2015-05-06,'002362,汉王科技,31.57
2015-05-05,'002362,汉王科技,31.4
2015-05-04,'002362,汉王科技,31.86
2015-04-30,'002362,汉王科技,32.23
2015-04-29,'002362,汉王科技,31.71
2015-04-28,'002362,汉王科技,33.82
2015-04-27,'002362,汉王科技,33.67
2015-04-24,'002362,汉王科技,33.16
2015-04-23,'002362,汉王科技,33.71
2015-04-22,'002362,汉王科技,33.18
2015-04-21,'002362,汉王科技,32
2015-04-20,'002362,汉王科技,34.51
2015-04-17,'002362,汉王科技,36.37
2015-04-16,'002362,汉王科技,36.2
2015-04-15,'002362,汉王科技,33.92
2015-04-14,'002362,汉王科技,34.31
2015-04-13,'002362,汉王科技,32.04
2015-04-10,'002362,汉王科技,31.23
2015-04-09,'002362,汉王科技,32.08
2015-04-08,'002362,汉王科技,33.56
2015-04-07,'002362,汉王科技,34.24
2015-04-03,'002362,汉王科技,34.93
2015-04-02,'002362,汉王科技,34.52
2015-04-01,'002362,汉王科技,32.13
2015-03-31,'002362,汉王科技,31.9
2015-03-30,'002362,汉王科技,32.95
2015-03-27,'002362,汉王科技,32.32
2015-03-26,'002362,汉王科技,35.89
2015-03-25,'002362,汉王科技,33.35
2015-03-24,'002362,汉王科技,32.4
2015-03-23,'002362,汉王科技,30.12
2015-03-20,'002362,汉王科技,30.3
2015-03-19,'002362,汉王科技,29.23
2015-03-18,'002362,汉王科技,26.57
2015-03-17,'002362,汉王科技,25.98
2015-03-16,'002362,汉王科技,23.62
2015-03-13,'002362,汉王科技,22.82
2015-03-12,'002362,汉王科技,23.51
2015-03-11,'002362,汉王科技,21.58
2015-03-10,'002362,汉王科技,21.46
2015-03-09,'002362,汉王科技,21.44
2015-03-06,'002362,汉王科技,22.41
2015-03-05,'002362,汉王科技,21.84
2015-03-04,'002362,汉王科技,21.07
2015-03-03,'002362,汉王科技,21.7
2015-03-02,'002362,汉王科技,20.96
2015-02-27,'002362,汉王科技,20.51
2015-02-26,'002362,汉王科技,20.83
2015-02-25,'002362,汉王科技,21.38
2015-02-17,'002362,汉王科技,21.17
2015-02-16,'002362,汉王科技,20.28
2015-02-13,'002362,汉王科技,20.05
2015-02-12,'002362,汉王科技,19.91
2015-02-11,'002362,汉王科技,18.1
2015-02-10,'002362,汉王科技,17.95
2015-02-09,'002362,汉王科技,18.79
2015-02-06,'002362,汉王科技,19.18
2015-02-05,'002362,汉王科技,18.88
2015-02-04,'002362,汉王科技,19.04
2015-02-03,'002362,汉王科技,18.48
2015-02-02,'002362,汉王科技,18.54
2015-01-30,'002362,汉王科技,18.95
2015-01-29,'002362,汉王科技,18.71
2015-01-28,'002362,汉王科技,18.54
2015-01-27,'002362,汉王科技,18.44
2015-01-26,'002362,汉王科技,18
2015-01-23,'002362,汉王科技,18.45
2015-01-22,'002362,汉王科技,18.4
2015-01-21,'002362,汉王科技,18.37
2015-01-20,'002362,汉王科技,17.81
2015-01-19,'002362,汉王科技,17.82
2015-01-16,'002362,汉王科技,17.45
2015-01-15,'002362,汉王科技,17.15
2015-01-14,'002362,汉王科技,17.39
2015-01-13,'002362,汉王科技,16.76
2015-01-12,'002362,汉王科技,17.12
2015-01-09,'002362,汉王科技,17.23
2015-01-08,'002362,汉王科技,17.34
2015-01-07,'002362,汉王科技,17.37
2015-01-06,'002362,汉王科技,16.93
2015-01-05,'002362,汉王科技,16.71
2014-12-31,'002362,汉王科技,16.29
2014-12-30,'002362,汉王科技,16.75
2014-12-29,'002362,汉王科技,17.01
2014-12-26,'002362,汉王科技,17.03
2014-12-25,'002362,汉王科技,17.01
2014-12-24,'002362,汉王科技,16.72
2014-12-23,'002362,汉王科技,16.49
2014-12-22,'002362,汉王科技,18.05
2014-12-19,'002362,汉王科技,18.59
2014-12-18,'002362,汉王科技,18.79
2014-12-17,'002362,汉王科技,19.1
2014-12-16,'002362,汉王科技,19.33
2014-12-15,'002362,汉王科技,18.99
2014-12-12,'002362,汉王科技,18.88
2014-12-11,'002362,汉王科技,18.75
2014-12-10,'002362,汉王科技,18.15
2014-12-09,'002362,汉王科技,18.69
2014-12-08,'002362,汉王科技,19.14
2014-12-05,'002362,汉王科技,19.94
2014-12-04,'002362,汉王科技,19.76
2014-12-03,'002362,汉王科技,19.55
2014-12-02,'002362,汉王科技,19.46
2014-12-01,'002362,汉王科技,20.11
2014-11-28,'002362,汉王科技,19.94
2014-11-27,'002362,汉王科技,19.87
2014-11-26,'002362,汉王科技,20.18
2014-11-25,'002362,汉王科技,20.04
2014-11-24,'002362,汉王科技,19.96
2014-11-21,'002362,汉王科技,19.7
2014-11-20,'002362,汉王科技,19.9
2014-11-19,'002362,汉王科技,19.41
2014-11-18,'002362,汉王科技,19.57
2014-11-17,'002362,汉王科技,19.5
2014-11-14,'002362,汉王科技,19.57
2014-11-13,'002362,汉王科技,20.31
2014-11-12,'002362,汉王科技,19.99
2014-11-11,'002362,汉王科技,21.29
2014-11-10,'002362,汉王科技,21.43
2014-11-07,'002362,汉王科技,21.62
2014-11-06,'002362,汉王科技,21.1
2014-11-05,'002362,汉王科技,21.46
2014-11-04,'002362,汉王科技,21.71
2014-11-03,'002362,汉王科技,21
2014-10-31,'002362,汉王科技,21.36
2014-10-30,'002362,汉王科技,21.52
2014-10-29,'002362,汉王科技,21.46
2014-10-28,'002362,汉王科技,20.88
2014-10-27,'002362,汉王科技,20.36
2014-10-24,'002362,汉王科技,20.29
2014-10-23,'002362,汉王科技,20.8
2014-10-22,'002362,汉王科技,21.1
2014-10-21,'002362,汉王科技,21.51
2014-10-20,'002362,汉王科技,21.23
2014-10-17,'002362,汉王科技,21.75
2014-10-16,'002362,汉王科技,22.4
2014-10-15,'002362,汉王科技,21.58
2014-10-14,'002362,汉王科技,22.19
2014-10-13,'002362,汉王科技,21.99
2014-10-10,'002362,汉王科技,21.85
2014-10-09,'002362,汉王科技,22.18
2014-10-08,'002362,汉王科技,21.08
2014-09-30,'002362,汉王科技,20.35
2014-09-29,'002362,汉王科技,20
2014-09-26,'002362,汉王科技,19.96
2014-09-25,'002362,汉王科技,19.59
2014-09-24,'002362,汉王科技,19.28
2014-09-23,'002362,汉王科技,19.16
2014-09-22,'002362,汉王科技,19.9
2014-09-19,'002362,汉王科技,19.83
2014-09-18,'002362,汉王科技,19.63
2014-09-17,'002362,汉王科技,19.8
2014-09-16,'002362,汉王科技,20.85
2014-09-15,'002362,汉王科技,20.59
2014-09-12,'002362,汉王科技,20.13
2014-09-11,'002362,汉王科技,19.98
2014-09-10,'002362,汉王科技,20.38
2014-09-09,'002362,汉王科技,20.54
2014-09-05,'002362,汉王科技,19.94
2014-09-04,'002362,汉王科技,19.78
2014-09-03,'002362,汉王科技,19.8
2014-09-02,'002362,汉王科技,19.52
2014-09-01,'002362,汉王科技,18.87
2014-08-29,'002362,汉王科技,18.7
2014-08-28,'002362,汉王科技,18.58
2014-08-27,'002362,汉王科技,18.59
2014-08-26,'002362,汉王科技,19.3
2014-08-25,'002362,汉王科技,19.63
2014-08-22,'002362,汉王科技,18.91
2014-08-21,'002362,汉王科技,18.63
2014-08-20,'002362,汉王科技,18.97
2014-08-19,'002362,汉王科技,18.95
2014-08-18,'002362,汉王科技,18.9
2014-08-15,'002362,汉王科技,18.8
2014-08-14,'002362,汉王科技,18.12
2014-08-13,'002362,汉王科技,17.62
2014-08-12,'002362,汉王科技,17.34
2014-08-11,'002362,汉王科技,17.18
2014-08-08,'002362,汉王科技,17.08
2014-08-07,'002362,汉王科技,17.35
2014-08-06,'002362,汉王科技,17.46
2014-08-05,'002362,汉王科技,17.47
2014-08-04,'002362,汉王科技,17.28
2014-08-01,'002362,汉王科技,17.49
2014-07-31,'002362,汉王科技,17.29
2014-07-30,'002362,汉王科技,16.79
2014-07-29,'002362,汉王科技,16.7
2014-07-28,'002362,汉王科技,16.37
2014-07-25,'002362,汉王科技,16.36
2014-07-24,'002362,汉王科技,16.34
2014-07-23,'002362,汉王科技,17.24
2014-07-22,'002362,汉王科技,17.07
2014-07-21,'002362,汉王科技,17.27
2014-07-18,'002362,汉王科技,17.53
2014-07-17,'002362,汉王科技,17.24
2014-07-16,'002362,汉王科技,17.49
2014-07-15,'002362,汉王科技,17.82
2014-07-14,'002362,汉王科技,17.28
2014-07-11,'002362,汉王科技,17.13
2014-07-10,'002362,汉王科技,17.52
2014-07-09,'002362,汉王科技,17.97
2014-07-08,'002362,汉王科技,17.84
2014-07-07,'002362,汉王科技,18.09
2014-07-04,'002362,汉王科技,18.69
2014-07-03,'002362,汉王科技,18.37
2014-07-02,'002362,汉王科技,18.57
2014-07-01,'002362,汉王科技,18.64
2014-06-30,'002362,汉王科技,18.71
2014-06-27,'002362,汉王科技,18.58
2014-06-26,'002362,汉王科技,18.37
2014-06-25,'002362,汉王科技,18.51
2014-06-24,'002362,汉王科技,18.46
2014-06-23,'002362,汉王科技,17.97
2014-06-20,'002362,汉王科技,17.77
2014-06-19,'002362,汉王科技,18.1
2014-06-18,'002362,汉王科技,18.65
2014-06-17,'002362,汉王科技,19.08
2014-06-16,'002362,汉王科技,18.45
2014-06-13,'002362,汉王科技,18.45
2014-06-12,'002362,汉王科技,18.3
2014-06-11,'002362,汉王科技,18.27
2014-06-10,'002362,汉王科技,17.79
2014-06-09,'002362,汉王科技,17.58
2014-06-06,'002362,汉王科技,17.42
2014-06-05,'002362,汉王科技,17.27
2014-06-04,'002362,汉王科技,17.86
2014-06-03,'002362,汉王科技,18.17
2014-05-30,'002362,汉王科技,18.1
2014-05-29,'002362,汉王科技,18.58
2014-05-28,'002362,汉王科技,17.74
2014-05-27,'002362,汉王科技,18.05
2014-05-26,'002362,汉王科技,18.07
2014-05-23,'002362,汉王科技,18.33
2014-05-22,'002362,汉王科技,17.47
2014-05-21,'002362,汉王科技,17.62
2014-05-20,'002362,汉王科技,16.75
2014-05-19,'002362,汉王科技,16.54
2014-05-16,'002362,汉王科技,16.39
2014-05-15,'002362,汉王科技,16.87
2014-05-14,'002362,汉王科技,16.78
2014-05-13,'002362,汉王科技,17.21
2014-05-12,'002362,汉王科技,16.97
2014-05-09,'002362,汉王科技,17.83
2014-05-08,'002362,汉王科技,18.08
2014-05-07,'002362,汉王科技,17.45
2014-05-06,'002362,汉王科技,17.28
2014-05-05,'002362,汉王科技,17.29
2014-04-30,'002362,汉王科技,17.14
2014-04-29,'002362,汉王科技,16.26
2014-04-28,'002362,汉王科技,17.11
2014-04-25,'002362,汉王科技,17.38
2014-04-24,'002362,汉王科技,16.7
2014-04-23,'002362,汉王科技,16.49
2014-04-22,'002362,汉王科技,16.02
2014-04-21,'002362,汉王科技,16.54
2014-04-18,'002362,汉王科技,16.26
2014-04-17,'002362,汉王科技,16.2
2014-04-16,'002362,汉王科技,16.32
2014-04-15,'002362,汉王科技,16.25
2014-04-14,'002362,汉王科技,16.5
2014-04-11,'002362,汉王科技,17.11
2014-04-10,'002362,汉王科技,17.03
2014-04-09,'002362,汉王科技,16.62
2014-04-08,'002362,汉王科技,16.69
2014-04-04,'002362,汉王科技,16.79
2014-04-03,'002362,汉王科技,16.51
2014-04-02,'002362,汉王科技,17.04
2014-04-01,'002362,汉王科技,17.01
2014-03-31,'002362,汉王科技,16.54
2014-03-28,'002362,汉王科技,16.47
2014-03-27,'002362,汉王科技,17.33
2014-03-26,'002362,汉王科技,17.31
2014-03-25,'002362,汉王科技,18.35
2014-03-24,'002362,汉王科技,19.46
2014-03-21,'002362,汉王科技,19.26
2014-03-20,'002362,汉王科技,19.99
2014-03-19,'002362,汉王科技,19.08
2014-03-18,'002362,汉王科技,20
2014-03-17,'002362,汉王科技,20.09
2014-03-14,'002362,汉王科技,19.19
2014-03-13,'002362,汉王科技,18.9
2014-03-12,'002362,汉王科技,19.88
2014-03-11,'002362,汉王科技,19.58
2014-03-10,'002362,汉王科技,17.8
2014-03-07,'002362,汉王科技,16.18
2014-03-06,'002362,汉王科技,15.65
2014-03-05,'002362,汉王科技,15.38
2014-03-04,'002362,汉王科技,15.77
2014-03-03,'002362,汉王科技,15.43
2014-02-28,'002362,汉王科技,15.57
2014-02-27,'002362,汉王科技,16.21
2014-02-26,'002362,汉王科技,16.93
2014-02-25,'002362,汉王科技,15.93
2014-02-24,'002362,汉王科技,15.97
2014-02-21,'002362,汉王科技,15.8
2014-02-20,'002362,汉王科技,16.31
2014-02-19,'002362,汉王科技,16.6
2014-02-18,'002362,汉王科技,16.16
2014-02-17,'002362,汉王科技,15.51
2014-02-14,'002362,汉王科技,15.42
2014-02-13,'002362,汉王科技,16.13
2014-02-12,'002362,汉王科技,15.4
2014-02-11,'002362,汉王科技,15.9
2014-02-10,'002362,汉王科技,15.76
2014-02-07,'002362,汉王科技,15.35
2014-01-30,'002362,汉王科技,14.98
2014-01-29,'002362,汉王科技,14.53
2014-01-28,'002362,汉王科技,14.65
2014-01-27,'002362,汉王科技,14.39
2014-01-24,'002362,汉王科技,14.6
2014-01-23,'002362,汉王科技,14.41
2014-01-22,'002362,汉王科技,14.4
2014-01-21,'002362,汉王科技,14.4
2014-01-20,'002362,汉王科技,13.41
2014-01-17,'002362,汉王科技,12.75
2014-01-16,'002362,汉王科技,12.95
2014-01-15,'002362,汉王科技,12.74
2014-01-14,'002362,汉王科技,12.18
2014-01-13,'002362,汉王科技,12.54
2014-01-10,'002362,汉王科技,13.02
2014-01-09,'002362,汉王科技,13.03
2014-01-08,'002362,汉王科技,12.7
2014-01-07,'002362,汉王科技,12.47
2014-01-06,'002362,汉王科技,13.07
2014-01-03,'002362,汉王科技,13.25
2014-01-02,'002362,汉王科技,12.98
2013-12-31,'002362,汉王科技,12.97
2013-12-30,'002362,汉王科技,13.05
2013-12-27,'002362,汉王科技,12.25
2013-12-26,'002362,汉王科技,12.46
2013-12-25,'002362,汉王科技,12.21
2013-12-24,'002362,汉王科技,11.9
2013-12-23,'002362,汉王科技,12.34
2013-12-20,'002362,汉王科技,12.65
2013-12-19,'002362,汉王科技,12.87
2013-12-18,'002362,汉王科技,12.71
2013-12-17,'002362,汉王科技,12.8
2013-12-16,'002362,汉王科技,13.34
2013-12-13,'002362,汉王科技,13.39
2013-12-12,'002362,汉王科技,13.31
2013-12-11,'002362,汉王科技,13.63
2013-12-10,'002362,汉王科技,13.54
2013-12-09,'002362,汉王科技,13.48
2013-12-06,'002362,汉王科技,13.62
2013-12-05,'002362,汉王科技,13.52
2013-12-04,'002362,汉王科技,13.39
2013-12-03,'002362,汉王科技,13.4
2013-12-02,'002362,汉王科技,14.89
2013-11-29,'002362,汉王科技,14.82
2013-11-28,'002362,汉王科技,14.69
2013-11-27,'002362,汉王科技,14.85
2013-11-26,'002362,汉王科技,14.7
2013-11-25,'002362,汉王科技,13.93
2013-11-22,'002362,汉王科技,14.14
2013-11-21,'002362,汉王科技,14.61
2013-11-20,'002362,汉王科技,14.58
2013-11-19,'002362,汉王科技,14.8
2013-11-18,'002362,汉王科技,13.84
2013-11-15,'002362,汉王科技,13.6
2013-11-14,'002362,汉王科技,13.19
2013-11-13,'002362,汉王科技,12.95
2013-11-12,'002362,汉王科技,13
2013-11-11,'002362,汉王科技,12.75
2013-11-08,'002362,汉王科技,12.8
2013-11-07,'002362,汉王科技,13.11
2013-11-06,'002362,汉王科技,12.49
2013-11-05,'002362,汉王科技,12.33
2013-11-04,'002362,汉王科技,12.55
2013-11-01,'002362,汉王科技,12.55
2013-10-31,'002362,汉王科技,13.32
2013-10-30,'002362,汉王科技,13.17
2013-10-29,'002362,汉王科技,12.5
2013-10-28,'002362,汉王科技,13.13
2013-10-25,'002362,汉王科技,13.54
2013-10-24,'002362,汉王科技,13.39
2013-10-23,'002362,汉王科技,13.68
2013-10-22,'002362,汉王科技,14.32
2013-10-21,'002362,汉王科技,14.06
2013-10-18,'002362,汉王科技,14.02
2013-10-17,'002362,汉王科技,13.87
2013-10-16,'002362,汉王科技,14.39
2013-10-15,'002362,汉王科技,15.45
2013-10-14,'002362,汉王科技,15.68
2013-10-11,'002362,汉王科技,15.35
2013-10-10,'002362,汉王科技,15.94
2013-10-09,'002362,汉王科技,16.16
2013-10-08,'002362,汉王科技,15.67
2013-09-30,'002362,汉王科技,15.6
2013-09-27,'002362,汉王科技,15.2
2013-09-26,'002362,汉王科技,15.24
2013-09-25,'002362,汉王科技,14.72
2013-09-24,'002362,汉王科技,14.9
2013-09-23,'002362,汉王科技,14.5
2013-09-18,'002362,汉王科技,14.3
2013-09-17,'002362,汉王科技,15.02
2013-09-16,'002362,汉王科技,14.9
2013-09-13,'002362,汉王科技,14.72
2013-09-12,'002362,汉王科技,14.81
2013-09-11,'002362,汉王科技,15.89
2013-09-10,'002362,汉王科技,16.34
2013-09-09,'002362,汉王科技,16.6
2013-09-06,'002362,汉王科技,15.72
2013-09-05,'002362,汉王科技,15.8
2013-09-04,'002362,汉王科技,16.22
2013-09-03,'002362,汉王科技,15.81
2013-09-02,'002362,汉王科技,15.17
2013-08-30,'002362,汉王科技,15.33
2013-08-29,'002362,汉王科技,15.25
2013-08-28,'002362,汉王科技,16.43
2013-08-27,'002362,汉王科技,16.3
2013-08-26,'002362,汉王科技,16.55
2013-08-23,'002362,汉王科技,15.96
2013-08-22,'002362,汉王科技,15.88
2013-08-21,'002362,汉王科技,15.6
2013-08-20,'002362,汉王科技,16.2
2013-08-19,'002362,汉王科技,15.58
2013-08-16,'002362,汉王科技,16.41
2013-08-15,'002362,汉王科技,15.29
2013-08-14,'002362,汉王科技,14.67
2013-08-13,'002362,汉王科技,15
2013-08-12,'002362,汉王科技,14.16
2013-08-09,'002362,汉王科技,12.87
2013-08-08,'002362,汉王科技,12.87
2013-08-07,'002362,汉王科技,13.42
2013-08-06,'002362,汉王科技,13.67
2013-08-05,'002362,汉王科技,13.54
2013-08-02,'002362,汉王科技,13.08
2013-08-01,'002362,汉王科技,12.81
2013-07-31,'002362,汉王科技,12.42
2013-07-30,'002362,汉王科技,11.98
2013-07-29,'002362,汉王科技,12.42
2013-07-26,'002362,汉王科技,12.2
2013-07-25,'002362,汉王科技,13.54
2013-07-24,'002362,汉王科技,13.8
2013-07-23,'002362,汉王科技,13.56
2013-07-22,'002362,汉王科技,13.04
2013-07-19,'002362,汉王科技,13.78
2013-07-18,'002362,汉王科技,12.94
2013-07-17,'002362,汉王科技,13.28
2013-07-16,'002362,汉王科技,13.27
2013-07-15,'002362,汉王科技,12.46
2013-07-12,'002362,汉王科技,11.33
2013-07-11,'002362,汉王科技,11.26
2013-07-10,'002362,汉王科技,10.95
2013-07-09,'002362,汉王科技,10.18
2013-07-08,'002362,汉王科技,10.48
2013-07-05,'002362,汉王科技,10.69
2013-07-04,'002362,汉王科技,10.99
2013-07-03,'002362,汉王科技,10.7
2013-07-02,'002362,汉王科技,10.11
2013-07-01,'002362,汉王科技,9.81
2013-06-28,'002362,汉王科技,10.34
2013-06-27,'002362,汉王科技,9.62
2013-06-26,'002362,汉王科技,9.16
2013-06-25,'002362,汉王科技,9.53
2013-06-24,'002362,汉王科技,10.59
2013-06-21,'002362,汉王科技,10.89
2013-06-20,'002362,汉王科技,11.33
2013-06-19,'002362,汉王科技,10.3
2013-06-18,'002362,汉王科技,10.28
2013-06-17,'002362,汉王科技,10.2
2013-06-14,'002362,汉王科技,9.91
2013-06-13,'002362,汉王科技,10.24
2013-06-07,'002362,汉王科技,10.45
2013-06-06,'002362,汉王科技,10.73
2013-06-05,'002362,汉王科技,10.72
2013-06-04,'002362,汉王科技,11.38
2013-06-03,'002362,汉王科技,11.6
2013-05-31,'002362,汉王科技,11.25
2013-05-30,'002362,汉王科技,11.37
2013-05-29,'002362,汉王科技,11.14
2013-05-28,'002362,汉王科技,11.53
2013-05-27,'002362,汉王科技,11.23
2013-05-24,'002362,汉王科技,10.73
2013-05-23,'002362,汉王科技,10.9
2013-05-22,'002362,汉王科技,11.18
2013-05-21,'002362,汉王科技,10.79
2013-05-20,'002362,汉王科技,10.73
2013-05-17,'002362,汉王科技,10.3
2013-05-16,'002362,汉王科技,10.41
2013-05-15,'002362,汉王科技,9.96
2013-05-14,'002362,汉王科技,10.32
2013-05-13,'002362,汉王科技,10.04
2013-05-10,'002362,汉王科技,10.1
2013-05-09,'002362,汉王科技,9.88
2013-05-08,'002362,汉王科技,9.81
2013-05-07,'002362,汉王科技,9.75
2013-05-06,'002362,汉王科技,9.4
2013-05-03,'002362,汉王科技,9.13
2013-05-02,'002362,汉王科技,9.32
2013-04-26,'002362,汉王科技,9.4
2013-04-25,'002362,汉王科技,9.63
2013-04-24,'002362,汉王科技,9.41
2013-04-23,'002362,汉王科技,9.88
2013-04-22,'002362,汉王科技,9.49
2013-04-19,'002362,汉王科技,9.31
2013-04-18,'002362,汉王科技,9.28
2013-04-17,'002362,汉王科技,9.22
2013-04-16,'002362,汉王科技,9.15
2013-04-15,'002362,汉王科技,9.32
2013-04-12,'002362,汉王科技,9.58
2013-04-11,'002362,汉王科技,9.77
2013-04-10,'002362,汉王科技,9.89
2013-04-09,'002362,汉王科技,9.85
2013-04-08,'002362,汉王科技,9.87
2013-04-03,'002362,汉王科技,10
2013-04-02,'002362,汉王科技,9.67
2013-04-01,'002362,汉王科技,9.53
2013-03-29,'002362,汉王科技,9.3
2013-03-28,'002362,汉王科技,9.76
2013-03-27,'002362,汉王科技,9.75
2013-03-26,'002362,汉王科技,9.97
2013-03-25,'002362,汉王科技,9.53
2013-03-22,'002362,汉王科技,9.62
2013-03-21,'002362,汉王科技,9.44
2013-03-20,'002362,汉王科技,9.24
2013-03-19,'002362,汉王科技,9.37
2013-03-18,'002362,汉王科技,10.4
2013-03-15,'002362,汉王科技,10.26
2013-03-14,'002362,汉王科技,10.37
2013-03-13,'002362,汉王科技,10.61
2013-03-12,'002362,汉王科技,11.02
2013-03-11,'002362,汉王科技,10.61
2013-03-08,'002362,汉王科技,10.88
2013-03-07,'002362,汉王科技,10.57
2013-03-06,'002362,汉王科技,10.21
2013-03-05,'002362,汉王科技,10.01
2013-03-04,'002362,汉王科技,10.6
2013-03-01,'002362,汉王科技,10.5
2013-02-28,'002362,汉王科技,10.29
2013-02-27,'002362,汉王科技,10.3
2013-02-26,'002362,汉王科技,10.33
2013-02-25,'002362,汉王科技,10.18
2013-02-22,'002362,汉王科技,10.14
2013-02-21,'002362,汉王科技,10.62
2013-02-20,'002362,汉王科技,10.45
2013-02-19,'002362,汉王科技,10.91
2013-02-18,'002362,汉王科技,10.79
2013-02-08,'002362,汉王科技,10.54
2013-02-07,'002362,汉王科技,10.52
2013-02-06,'002362,汉王科技,10.47
2013-02-05,'002362,汉王科技,10.62
2013-02-04,'002362,汉王科技,11.27
2013-02-01,'002362,汉王科技,11.23
2013-01-31,'002362,汉王科技,11.55
2013-01-30,'002362,汉王科技,10.95
2013-01-29,'002362,汉王科技,10.78
2013-01-28,'002362,汉王科技,10.61
2013-01-25,'002362,汉王科技,10.34
2013-01-24,'002362,汉王科技,10.6
2013-01-23,'002362,汉王科技,10.46
2013-01-22,'002362,汉王科技,10.62
2013-01-21,'002362,汉王科技,10.05
