lat,lng,shopId,shopName
31.235267338875,121.46583985298,,茂名餐厅
31.249161710015,121.48789948569,,翔川餐厅
31.157615855847,121.43675741871,,动力南广场餐厅
31.22514347997,121.43719526,,江苏餐厅
31.220720483753,121.39456934035,,威宁餐厅
31.035090819354,121.23737539185,,思贤餐厅
31.054042162598,121.74157065905,,惠乐餐厅
31.160647200936,121.43406217429,,柳州餐厅
31.265870987911,121.40070908873,,真北餐厅
31.342474652942,121.28843847263,,马陆弘基餐厅
31.137225317645,121.40747118945,,南方商城餐厅
31.211285504381,121.56563139847,,银霄餐厅
31.182404252059,121.3928083678,,吴中餐厅
31.10248070904,121.22218115511,,阳光港餐厅
31.257469271289,121.4912773839,,新福海餐厅
31.121017207751,121.57544299622,,年家浜餐厅
31.241586355206,121.48513919768,,三阳餐厅
31.266700083579,121.59853110925,,长岛餐厅
31.264410465383,121.58426395165,,金桥餐厅
31.216470876774,121.29957500768,,保乐餐厅
31.201363099172,121.44450090922,,新港汇餐厅
31.113310853433,121.3915784079,,名都餐厅
31.22973155762,121.48147227686,,香港广场餐厅
31.249161710015,121.48789948569,,柳州2餐厅
31.155254475522,121.50008592206,,高青餐厅
31.011533340542,121.24076368974,,谷阳餐厅
31.254632781592,121.46126416948,,南广场餐厅
31.162893275151,121.38486787709,,莘漕餐厅
31.186042184819,121.5399761183,,锦尊餐厅
31.200167126165,121.35555465017,,机场西楼安检餐厅
31.200167126165,121.35555465017,,机场西楼到达餐厅
31.211794115937,121.47477733435,,瑞金餐厅
31.241541975646,121.48090979208,,市百餐厅
31.254632781592,121.46126416948,,北广场餐厅
31.197790300901,121.46059369311,,东安路站餐厅
31.14259375232,121.4259092541,,新凌云餐厅
30.737126642612,121.35782394954,,坂桥餐厅
31.217134636216,121.41187335627,,新天山餐厅
31.192377059256,121.33414012477,,虹桥高铁餐厅
31.242490299307,121.50588177887,,正大精选餐厅
31.249161710015,121.48789948569,,磁浮精选餐厅
31.160647200936,121.43406217429,,南站精选餐厅
31.10248070904,121.22218115511,,上海滩餐厅
31.10248070904,121.22218115511,,金矿镇餐厅
31.201114837071,121.44501339251,,太平洋精选餐厅
31.20118819608,121.44369818342,,港汇精选餐厅
31.199821879112,121.32713998566,,高铁精选餐厅
31.160647200936,121.43406217429,,动力南精选餐厅
31.307639458036,121.51262355813,,政民餐厅
31.239833066523,121.44960364384,,昌平餐厅
31.216598098775,121.52455546366,,塘桥餐厅
30.918192808849,121.49128286357,,百齐餐厅
31.140994715006,121.52247761205,,联明餐厅
31.147869823013,121.52045340651,,金谊餐厅
30.73497073587,121.35069115317,,蒙山餐厅
31.214533227377,121.48344157992,,永业餐厅
31.184519244047,121.54067996492,,华绣餐厅
31.122142534154,121.26850115316,,泗宝餐厅
31.259912247482,121.47057767165,,中华新餐厅
31.159695512947,121.4398145392,,石龙餐厅
31.244208424487,121.42539548263,,沪西餐厅
31.409036063247,121.35696427297,,美兰餐厅
31.114571681309,121.38519241152,,莘龙餐厅
31.304716997657,121.51995446141,,邯郸餐厅
30.948489043354,121.32514177153,,叶榭餐厅
31.275979276096,121.42079931776,,嘉华餐厅
31.173903294199,121.43473419575,,光大餐厅
30.751983876857,121.34345082513,,龙翔餐厅
31.202148035513,121.41986452129,,宋园餐厅
31.299081478628,121.61738418116,,高行餐厅
31.230698867481,121.40243191922,,云岭餐厅
31.247144084019,121.33732696052,,金运餐厅
31.360826595376,121.41870795025,,顾村餐厅
31.179335714233,121.50161939558,,昌里餐厅
31.185461461165,121.40028348415,,虹许餐厅
31.258920745223,121.3739749021,,曹安餐厅
31.248848434224,121.2438697634,,华新餐厅
31.229045146432,121.40144490784,,景畔餐厅
31.181712142543,121.42336431955,,新宜街餐厅
31.198570401027,121.43256240114,,秀山餐厅
31.254632781592,121.46126416948,,中兴餐厅
30.886296671001,121.91888630826,,古棕餐厅
31.293882466965,121.16882751925,,安亭新镇餐厅
30.99553712094,121.43837455098,,西
