id,shopName,shopAddress
1,肯德基浦东新新源餐厅,川沙路4825号
1,肯德基浦东新凌兆餐厅,灵岩南路1026号
1,肯德基浦东新永泰餐厅,东明路2655号
1,肯德基浦东新御桥餐厅,沪南公路2420号
1,肯德基浦东新新里程餐厅,高清路2671号
1,肯德基浦东新鼎城餐厅,惠南镇南门大街18号
1,肯德基浦东新新八佰伴餐厅,浦东南路1111号
1,肯德基浦东新金湘餐厅,新金桥路1088号A幢1、2层
1,肯德基浦东新益丰餐厅,高科中路2860号
1,肯德基浦东新东方餐厅,东方路1688号103室、202室
1,肯德基浦东新江镇餐厅,机场镇晨阳路196号
1,肯德基浦东新金海餐厅,金海路2493号
1,肯德基浦东新陈行餐厅,浦江镇陈行公路2688号
1,肯德基浦东新张江店餐厅,张江路625号一层B座
1,肯德基浦东新祝桥店KFC餐厅,祝桥镇百熙路368弄13号
1,肯德基浦东新罗山餐厅,博山东路50号
1,肯德基长宁汇川餐厅,长宁路1018号
1,肯德基长宁天山西路二店餐厅,天山西路541号(近福泉路)
1,肯德基长宁机场店餐厅,虹桥机场虹桥路2550号
1,肯德基长宁哈密餐厅,仙霞西路88号
1,肯德基长宁虹桥天都店餐厅,天山路1111号虹桥天都商场(近遵义路)
1,肯德基长宁舜元弘基店餐厅,江苏路398号舜元弘基天地1楼(近宣化路)
1,肯德基长宁龙之梦餐厅,长宁路1018号8楼
1,肯德基长宁龙之梦二店餐厅,长宁路1018号龙之梦购物中心8楼(近凯旋路)
1,肯德基长宁仙霞餐厅,仙霞路606号
1,肯德基长宁三联店(暂停营业)餐厅,定西路1313号三联商厦2楼(近宣化路)
1,肯德基长宁泓鑫餐厅,天山路762号泓鑫时尚广场1F
1,肯德基长宁天山路店餐厅,长宁区天山路672号
1,肯德基长宁宋园餐厅,虹桥路1286号
1,肯德基长宁威宁餐厅,天山路352号101和201
1,肯德基长宁虹桥路站餐厅,长宁区虹桥路轻轨站1楼
1,肯德基长宁天山汇金店餐厅,长宁区天山路900号汇金百货1楼
1,肯德基长宁凯旋路站店餐厅,长宁区凯旋路地铁站口
1,肯德基长宁天山西路店餐厅,长宁区天山西路201号
1,肯德基长宁虹桥机场三店餐厅,长宁区虹桥路2550号虹桥机场候机楼04号
1,肯德基长宁江苏餐厅,江苏路398号1、2层
1,肯德基长宁机场西楼安检餐厅,虹桥机场西航站楼出发层
1,肯德基长宁机场西楼到达餐厅,虹桥机场西航站楼到达层
1,肯德基长宁新天山餐厅,天山路900号118号商铺1层+B1层
1,肯德基长宁虹桥高铁餐厅,虹桥火车站到达城B1-5~B1-8
1,肯德基长宁新北新泾餐厅,天山西路181号
1,肯德基长宁望春花餐厅,天山西路541号
1,肯德基长宁长宁餐厅,长宁路890号
id,shopName,shopAddress
id,shopName,shopAddress
id,shopName,shopAddress
1,肯德基崇明崇明餐厅,城桥镇八一路118号,31.625383944739,121.40239447246
2,肯德基崇明八一餐厅,城桥镇八一路488号,31.63205955813,121.40358333399
3,肯德基卢湾香港广场餐厅,淮海中路282号香港广场商场北座地下一层NBL04室,31.22973155762,121.48147227686
4,肯德基卢湾永新百货店餐厅,淮海中路887-909号永新百货(近茂名南路),31.223597378283,121.46769982868
5,肯德基卢湾柳林店餐厅,淮海中路1号(近西藏南路),31.230862128016,121.48658564292
6,肯德基卢湾五里桥店餐厅,打浦路603号农工商超市(近中山南一路),31.200999161379,121.48103499431
7,肯德基卢湾华狮店(暂停营业)餐厅,淮海中路688号华狮广场B1楼(近思南路),31.225860882703,121.47190436378
8,肯德基卢湾蒙自路店餐厅,卢湾区蒙自路25号,31.214533227377,121.48344157992
9,肯德基卢湾日月光广场店餐厅,卢湾区徐家汇路618号日月光中心广场B2楼,31.213349630525,121.47450853529
10,肯德基卢湾打浦桥餐厅,徐家汇路679号,31.211019868424,121.47483183544
11,肯德基卢湾瑞金餐厅,徐家汇路618号B2层商铺号B2-F-13,31.211794115937,121.47477733435
12,肯德基卢湾永业餐厅,蒙自路25号,31.214533227377,121.48344157992
13,肯德基南汇鸿音餐厅,南汇南芦公路1755号4-5幢,30.920696112408,121.8215474894
14,肯德基杨浦四平餐厅,四平路903号,31.281002544625,121.50781966909
15,肯德基杨浦淞沪餐厅,凇沪路8号7楼,31.249161710015,121.48789948569
16,肯德基杨浦淞沪路二店餐厅,淞沪路8号百联又一城B1楼(近邯郸路),31.30725462479,121.52246313765
