id,shopName,shopAddress
1,肯德基浦东新浦三路二店(暂停营业)餐厅,浦东新区浦三路3058号易买得超市1楼
1,肯德基浦东新通园餐厅,张杨北路5537号
1,肯德基浦东新沪南公路店餐厅,浦东新区沪南公路2420号1楼
1,肯德基浦东新川沙路店餐厅,川沙镇川沙路4839号
1,肯德基浦东新杨南店餐厅,长清路1200号1楼(近杨南路)
1,肯德基浦东新百联东郊店餐厅,浦东新区沪南路2420号百联东郊购物中心1楼126号商铺
1,肯德基浦东新三钢里店餐厅,浦东新区上南路1160号三钢里壹号楼1楼
1,肯德基浦东新人民餐厅,惠南镇人民东路2635弄152-158号
1,肯德基浦东新秀沿路店餐厅,浦东新区秀沿路1163号
1,肯德基浦东新上丰餐厅,上丰路1772-1784号一层
1,肯德基浦东新芳甸路店餐厅,浦东新区芳甸路185号家乐福内
1,肯德基浦东新塘桥餐厅,浦建路15号
1,肯德基浦东新正大店餐厅,浦东新区陆家嘴西路168号正大广场5楼
1,肯德基浦东新周浦万达店餐厅,浦东新区年家浜路437号万达商业广场1楼108铺
1,肯德基浦东新博文餐厅,浦东南路3843号
1,肯德基浦东新康沈餐厅,周浦康沈路1645-1649号
1,肯德基浦东新高行餐厅,东靖路1881号万嘉商业广场1963/1969号
1,肯德基浦东新锦尊餐厅,成山路1957号、锦尊路499弄2号203，204室
1,肯德基浦东新南汇欧尚店餐厅,浦东新区人民西路955号欧尚超市1楼
1,肯德基浦东新南门大街店餐厅,浦东新区惠南镇南门大街18号
1,肯德基浦东新上南路站店餐厅,浦东新区地铁六号线上南路站内
1,肯德基浦东新由由餐厅,杨高南路1685号
1,肯德基浦东新金谊餐厅,上南路4467弄20号
1,肯德基浦东新北门餐厅,北门大街13号
1,肯德基浦东新高桥餐厅,大同路409号
1,肯德基浦东新合庆餐厅,合庆镇庆南路8号
1,肯德基浦东新古棕餐厅,古棕路574号
1,肯德基浦东新体育中心店餐厅,浦东新区耀体路701号
1,肯德基浦东新山姆店餐厅,浦东新区高科西路2110号沃尔玛山姆会员店内
1,肯德基浦东新季景餐厅,外高桥夏碧路261号
1,肯德基浦东新白莲泾路店餐厅,浦东新区白莲泾路
1,肯德基浦东新康桥餐厅,康桥镇绣沿路1032-1080号
1,肯德基浦东新乐园路店餐厅,浦东新区乐园路
1,肯德基浦东新浦东机场三店餐厅,浦东新区浦东机场北步行道
1,肯德基浦东新翔川餐厅,妙镜路1118号E号商铺
1,肯德基浦东新惠乐餐厅,人民西路955号
1,肯德基浦东新年家浜餐厅,"周浦镇沪南公路3449弄1幢32号236-1,236-2号、240号"
1,肯德基浦东新磁浮精选餐厅,机场站磁悬浮站第二层编号为A07商铺
1,肯德基浦东新联明餐厅,轨道交通六号线上南路站站厅层（1号出口处）
1,肯德基浦东新华绣餐厅,花木镇30号街坊
1,肯德基浦东新昌里餐厅,上南路1160号
1,肯德基浦东新芳甸餐厅,芳甸路1201号新国际博览中心北入口大厅北侧一、二层商铺2号铺位
1,肯德基浦东新莲花餐厅,上南路3521号
1,肯德基浦东新磁浮餐厅,浦东机场磁悬浮站台2层A01商铺
1,肯德基浦东新苗圃餐厅,杨高中路2128号
