北京,1551
江苏,656
广东,542
上海,527
山东,292
四川,285
浙江,241
天津,230
河北,162
辽宁,156
河南,145
安徽,138
福建,129
湖北,124
陕西,108
山西,105
湖南,77
黑龙江,73
重庆,72
广西,53
内蒙古,49
云南,46
吉林,42
新疆,38
江西,38
甘肃,36
贵州,19
海南,15
青海,13
宁夏,8
西藏,6
香港,1
